character,statement,line,book
hagrid, I shouldn't have said that. I should not have said that. I should not have said that. {Exit.},729,1
harry, Nicholas Flamel...Who's Nicholas Flamel?,730,1
hermione, I don't know.,731,1
scene," Christmas. The camera pans up to a snowy castle, then to Hagrid, who is bringing in a large tree. Inside the great hall, students are leaving and ghosts are singing (Merry Christmas, Merry Christmas, ring the Hogwarts bell. Merry Christmas, Merry Christmas...) Hermione approaches the empty tables, wheeling a cart. She goes to Ron and Harry, who are playing chess.",732,1
harry, Knight to E-5.,733,1
environment,A piece moves across the board.,734,1
environment,Ron thinks for a moment.,735,1
ron, Queen to E-5.,736,1
environment,A queen walks over to E-5 and clinks the knight away.,737,1
hermione, That's totally barbaric!,738,1
ron, That's wizard's chess. I see you've packed.,739,1
hermione, See you haven't.,740,1
ron," Change of plans. My parents decided to go to Romania to visit my brother, Charlie. He's studying dragons there!",741,1
hermione," Good. You can help Harry, then. He's going to go the library for information on Nicholas Flamel.",742,1
ron, We've looked a hundred times!,743,1
hermione, Not in the restricted section...Happy Christmas. {exits.},744,1
ron, I think we've had a bad influence on her.,745,1
x,"mas morning. Hedwig is perched in the boys' room, and Harry is asleep in bed.",746,1
ron," {calling from downstairs} Harry, wake up! Come on Harry, wake up!",747,1
environment,"Harry gets up and runs to a balcony overlooking the common room, where Ron is standing next to a tree. He is wearing a sweater with an R on it.",748,1
ron," Happy Christmas, Harry.",749,1
harry," Happy Christmas, Ron. What are you wearing?",750,1
ron," Oh, Mum made it for me. Looks like you've got one too!",751,1
harry, I've got presents?,752,1
ron, Yeah!,753,1
harry, Oh! {Harry runs down the stairs.},754,1
ron, There they are. {Ron sits on a couch arm and eats jelly beans as Harry picks up a silver wrapped package. Harry takes out the card.},755,1
harry," ""Your father left this in my possession before he died. It is time it was returned to you. Use it well.""",756,1
environment,Harry opens the present. It is a cloak.,757,1
ron, What is it?,758,1
harry, Some kind of...cloak.,759,1
ron," Well, let's see then. Put it on.",760,1
environment,"Harry puts the cloak on, and all of him disappears except for his head.",761,1
ron, Whoa!,762,1
harry, My body's gone!,763,1
ron, I know what that is! That's an invisibility cloak!,764,1
harry, I'm invisible??,765,1
ron, {gets up} They're really rare. I wonder who gave it to you.,766,1
harry," {comes over} There was no name. It just said, ""Use it well.""",767,1
environment,"Late at night. A lantern and hand appear, but nothing else. The ensemble walk through the dark library and into the Restricted Section. The lamp is put down, and the cloak removed. Harry appears.",768,1
harry, {Reading books} Famous fire eaters...15th Century Fiends...Flamel...Nicholas Flamel...where are you?,769,1
environment,Harry picks up a book and opens it. A man's face appears.,770,1
man, AHHHHHHHHHHHHHHHH!!!!!!!!,771,1
environment,Harry slams the book shuts and puts it back.,772,1
environment,"Filchs voice: Who's there?! {Harry whips around, grabbing his cloak. The lamp falls and shatters.} I know you're in there. You can't hide. {Harry puts on his cloak and creeps around Filch.} Who is it? Show yourself!",773,1
environment,"Harry runs from the room, breathing heavily. He gets into the hall, where Mrs. Norris is. The cat meows and begins to follow him. Harry runs around a corner, just as Snape and Quirrell appear. Snape pushes Quirrell into the wall.",774,1
quirrell, Severus...I-I thought...,775,1
snape," You don't want me as your enemy, Quirrell.",776,1
quirrell, W-what do you m-mean?,777,1
snape," You know perfectly well what I mean. {Snape senses something. Harry stops breathing. Snape reaches out to grab something, but doesn't. He whips his finger back in front of Quirrell's face.} We'll have another chat soon...when you've had time to decide where your loyalties lie.",778,1
environment,"Filch appears, carrying the broken lamp.",779,1
filch," Oh, Professors. I found this, in the Restricted Section. It's still hot. That means there's a student out of bed.",780,1
environment,"They all dart off. A door opens, and closes. On the other side, there is a vast, empty room that has a large mirror in the center. Harry appears and walks over to the mirror. In it, he sees two people appear.",781,1
harry," Mum? {the woman nods and smiles} Dad? {nods and smiles. Harry reaches out to touch them, but only gets the mirror. Then, his mother puts her hand on his shoulder. He puts his own hand on his own shoulders, as if trying to feel her there.",782,1
environment,"The boys' room. Harry comes whipping in, invisible.",783,1
harry," Ron! You've really got to see this! Ron! You've got to see this! {pulls back covers. Ron wakes up.} Ron, Ron, come on. Get out of bed!",784,1
ron, Why?,785,1
harry," There's something you've got to see. Now, come on!",786,1
environment,Back in the mirror room. Harry and Ron appear as if magically and Harry runs to the mirror.,787,1
harry," Come on. Come. Come look, it's my parents!",788,1
ron, I only see me.,789,1
harry," {moves over} Look in properly. Go on. Stand there. There. You see them, don't you? Thats my dad",790,1
ron," That's me! Only, I'm head boy...and I'm holding the Quidditch cup! And bloody hell, I'm Quidditch Captain too! I look good. Harry, do you think this mirror shows the future?",791,1
harry, How can it? Both my parents are dead. {Harry smiles sadly.},792,1
environment,Another night. Harry is sitting in front of the mirror. Dumbledore appears behind him.,793,1
dumbledore," Back again, Harry? {Harry turns around and stands up.} I see that you, like so many before you, have discovered the delights of the Mirror of Erised. I trust by now you realize what it does. Let me give you a clue. The happiest man on earth would look into the mirror and see only himself, exactly as he is.",794,1
harry," So, then it shows us what we want? Whatever we want?",795,1
dumbledore," Yes...and no. It shows us nothing more or less than the deepest, most desperate desires of our hearts. Now you, who have never known your family, you see them standing beside you. But remember this, Harry. This mirror gives us neither knowledge or truth. Men have wasted away in front of it, even gone mad. That is why tomorrow it will be moved to a new home, and I must ask you not to go looking for it again. It does not do to dwell on dreams, Harry, and forget to live. {Harry looks back at the mirror.}",796,1
environment,"Daytime. It is all snowy. Harry is out in a main courtyard, bundled up, with Hedwig on his arm. He stops and she lifts off, soaring away into the sky. When she returns, it is spring time.",797,1
environment,"In the library. Harry and Ron are seated, reading. Hermione comes up with a huge book. She thumps it onto the table. Harry jumps.",798,1
hermione, I had you looking in the wrong section! How could I be so stupid? I checked this out a few weeks ago for a bit of light reading.,799,1
ron, This is light?,800,1
hermione," {glares} Of course! Here it is! ""Nicholas Flamel is the only known maker of the Philosopher's Stone!""",801,1
environment,Ron and Harry: The what?,802,1
hermione," Honestly, don't you two read? ""The Philosopher's Stone is a legendary substance with astonishing powers. It will turn any metal into pure gold and produces the Elixir of Life, which will make the drinker immortal.""",803,1
ron, Immortal?,804,1
hermione, It means you'll never die.,805,1
ron, I know what it means!,806,1
harry, Shh!,807,1
hermione," ""The only stone currently in existence belongs to Mr. Nicholas Flamel, the noted alchemist, who last year celebrated his 665th birthday!"" That's what Fluffy's guarding on the 3rd floor. That's what's under the trapdoor...the Philosopher's Stone!",808,1
environment,They all look at each other.,809,1
environment,"Nighttime. Hermione, Ron and Harry are running across the wet ground to Hagrids hut. They knock on the door and it opens.",810,1
harry, Hagrid!,811,1
hagrid," {clad in oven mitts and an apron} Oh, hello. Sorry, don't wish to be rude, but I'm in no fit state to entertain today. {Closes door.}",812,1
environment,All 3: We know about the Philosopher's Stone!,813,1
environment,{Door reopens.},814,1
hagrid, Oh.,815,1
environment,{They all come into Hagrid's small hut.},816,1
harry, We think Snape's trying to steal it.,817,1
hagrid," Snape? Blimey, Harry, you're not still on about him, are you?",818,1
harry," Hagrid, we know he's after the Stone. We just don't know why.",819,1
hagrid, Snape is one of the teachers protecting the Stone! He's not about to steal it!,820,1
harry, What?,821,1
hagrid," You heard. Right. Come on, now, I'm a bit preoccupied today.",822,1
harry," Wait a minute. {Ron and a big black boarhound, FANG, meet. Fang sniffs Ron.} One of the teachers?",823,1
hermione," {sitting in a large chair} Of course! There are other things defending the Stone, aren't there? Spells, enchantments.",824,1
hagrid," That's right. Waste of bloody time, if you ask me.",825,1
environment,"{Hermione looks at Ron, who is being sniffed in the face by Fang. Ron shuffles away.} Ain't no one gonna get past Fluffy. Hehe, not a soul knows how. Except for me and Dumbledore. I shouldn't have told you that. I shouldn't have told you that. {A cauldron over a fire begins to rattle.} Oh! {Hagrid hurries over and grabs something} Ooh! Ooh! Ooh! Ooh! {puts the thing, an egg, on the table. The group crowds around.}",826,1
harry," Uh, Hagrid, what exactly is that?",827,1
hagrid, That? It's a ... its um...,828,1
ron," I know what that is! But Hagrid, how did you get one?",829,1
hagrid," I won it. Off a stranger I met down at a pub. Seemed quite glad to be rid off it, as a matter of fact.",830,1
environment,The egg rattles and cracks. Pieces fly off as a dragon emerges. It squeaks and slips on an egg piece.,831,1
hermione, Is that...a dragon?,832,1
ron, That's not just a dragon. That's a Norwegian Ridgeback! My brother Charlie works with these in Romania.,833,1
hagrid," Isn't he beautiful? Oh. Bless him, look. He knows his mummy. Hehe. Hallo, Norbert. {The dragon squeaks as it looks at Hagrid.}",834,1
harry, Norbert?,835,1
hagrid," Yeah, well, he's got to have a name, doesn't he?",836,1
ron, {laughs},837,1
hagrid," Don't you, Norbert? {raises fingers back and forth across Norberts chin} Dededede.",838,1
environment,"Norbert backs away, hiccups and blows a fireball of fire into Hagrid's beard.",839,1
hagrid," Ohh! Oooh, ooh, ooh, well...he'll have to be trained up a bit, of course. {Norbert hiccups. Hagrid sees someone looking in the window.} Who's that? {The person scampers away.}",840,1
harry, Malfoy.,841,1
hagrid," Oh, dear.",842,1
environment,The three are walking back through a corridor. An owl screeches.,843,1
harry, Hagrid always wanted a dragon. He told me so the first time I met him.,844,1
ron," It's crazy. And worse, Malfoy knows.",845,1
harry, I don't understand. Is that bad?,846,1
ron, It's bad.,847,1
environment,"They stop as McGonagall, in her nightgown, appears.",848,1
mcgonagall, Good evening.,849,1
environment,Malfoy appears smugly beside her.,850,1
environment,"McGonagall's classroom. The three accused are standing in front of McGonagall's desk, while Malfoy is feet away, smirking.",851,1
mcgonagall," Nothing, I repeat, nothing gives a student the right to walk about the school at night. Therefore, as punishment for your actions, 50 points will be taken.",852,1
harry, 50?!,853,1
mcgonagall," Each. And to ensure it doesn't happen again, all four of you will receive detention.",854,1
environment,"Malfoy nods, then his smile vanishes.",855,1
draco," Excuse me, Professor. Perhaps I heard you wrong. I thought you said...""the four of us.""",856,1
mcgonagall," No, you heard me correctly, Mr. Malfoy. You see, as honorable as your intentions were, you too were out of bed after hours. You will serve detention with your classmates.",857,1
environment,"Harry, Ron and Hermione grin, and Draco sags.",858,1
environment,"Outside, at night, the four students are being led to Hagrid's hut by Mr. Filch.",859,1
filch," A pity they let the old punishments die. There was a time detention would find you hanging by your thumbs in the dungeons. God, I miss the screaming. {Draco gulps, and Hermione rushes by.} You'll be serving detention with Hagrid tonight. He's got a little job to do inside the dark forest. {Hagrid appears with a crossbow. He sniffles.} A sorry lot this, Hagrid. Oh, good God, man, you're not still on about that bloody dragon, are you?",860,1
hagrid, {sniffs and sighs} Norbert's gone. Dumbledore sent him off to Romania to live in a colony.,861,1
hermione," Well, that's good, isn't it? He'll be with his own kind.",862,1
hagrid," Yeah, but what if he don't like Romania? {Filch rolls eyes.} What if the other dragons are mean to him? He's only a baby, after all.",863,1
filch," Oh, for Gods sake, pull yourself together, man. You're going into the forest, after all. Got to have your wits about you.",864,1
draco, The forest? I thought that was a joke! We can't go in there. Students aren't allowed. And there are...{a howl sounds}...werewolves!,865,1
filch," There's more than werewolves in those trees, lad. You can be sure of that. {Draco looks frightened.} Nighty-night. {Exit.}",866,1
hagrid, Right. Let's go.,867,1
scene," In the forest. The group walks along a path to a tree. Hagrid stops, bends down and dips his fingers in a silver puddle. He pulls out his fingers and rubs them together. A silver trail smears with his fingers.",868,1
harry," Hagrid, what's that?",869,1
hagrid," What we're here for. See that? That's unicorn's blood, that is. I found one dead a few weeks ago. Now, this one's been injured bad by something. {Harry suddenly sees a large cloaked figure walking through the trees. He looks at Hagrid.} So, it's our job to find the poor beast. Ron, Hermione, you'll come with me.",870,1
ron, {weakly} Okay.,871,1
hagrid," And Harry, you'll go with Malfoy. {Draco grimaces, and Harry nods.}",872,1
draco, Okay. Then I get Fang!,873,1
hagrid," Fine. Just so you know, he's a bloody coward. {Fang whines.}",874,1
environment,"Harry and Draco are walking through the forest, Fang leading. Draco has the lamp.",875,1
draco, You wait till my father hears about this. This is servant's stuff.,876,1
harry," If I didn't know better, Draco, I'd say you were scared.",877,1
draco," Scared, Potter?! {Scoffs} {howl} Did you hear that? Come on, Fang. Scared.",878,1
environment,"The group approaches a flat ground with gnarled roots all over. Fang stops, then growls.",879,1
harry," What is it, Fang?",880,1
environment,"Up ahead, a cloaked figure is crouched over a dead unicorn, drinking its blood. The figure raises its head, silver blood dripping from its mouth.",881,1
environment,"Harry gasps and grabs his scar, which is hurting.",882,1
draco," {A look of pure fear} AHHHHHHHHH!!! AHHH! {runs away, with Fang} HELP!!!!!",883,1
environment,"Harry is left by himself. The figure slides over the unicorn and rises erect. It advances towards Harry, who backs up, but trips. He crawls backwards. Suddenly, there is the sound of hoofbeats. A figure leaps over Harry and lands near the cloaked figure. It is a silver centaur, FIRENZE. It rears, and the cloaked figure retreats, flying away.",884,1
firenze," Harry Potter, you must leave. You are known to many creatures here. The forest is not safe at this time. Especially for you.",885,1
harry, {rises} But what was that thing you saved me from?,886,1
firenze," A monstrous creature. It is a terrible crime to slay a unicorn. Drinking the blood of a unicorn will keep you alive even if you are an inch from death. But at a terrible price. You have slain something so pure that the moment the blood touches your lips, you will have a half-life. A cursed life.",887,1
harry, But who would choose such a life?,888,1
firenze, Can you think of no one?,889,1
harry, Do you mean to say...that that thing that killed the unicorn...that was drinking its blood...that was Voldemort?,890,1
firenze, Do you know what is hidden in the school at this very moment?,891,1
harry, The Philosopher's Stone.,892,1
environment,"Suddenly, a dog (Fang) barks. Harry looks up and sees Hagrid, Hermione, Ron and Draco appear.",893,1
hermione, Harry!,894,1
hagrid," Hello there, Firenze. I see you've met our young Mr. Potter. You all right there, Harry? {Harry nods}",895,1
firenze," Harry Potter, this is where I leave you. You're safe now. Good luck.",896,1
environment,{Close up on the dead unicorn.},897,1
environment,"Gryffindor common room. Right after 'attack.' The group is around the fire. Hermione and Ron are seated, but Harry stands.",898,1
hermione," You mean, You-Know-Who's out there, right now, in the forest?",899,1
harry," But he's weak. He's living off the unicorns. Don't you see? We had it wrong. Snape doesn't want the stone for himself, he wants the stone for Voldemort. With the Elixir of Life, Voldemort will be strong again. He'll He'll come back. {Sits down.}",900,1
ron," But if he comes back, you don't think he'll try to kill you, do you?",901,1
harry," I think if he'd had the chance, he might have tried to kill me tonight.",902,1
ron," {Gulp} And to think, I've been worrying about my Potions final!",903,1
hermione, Hang on a minute. We're forgetting one thing. Who's the one wizard Voldemort always feared?,904,1
environment,"{The boys shrug.} Dumbledore! As long as Dumbledore's around, you're safe. As long as Dumbledore's around, you can't be touched. {Harry smiles slightly.}",905,1
environment,Some time later. In the outdoor courtyard. The three are walking.,906,1
hermione," I've always heard Hogwarts' end of the year exams were frightful, but I found that rather enjoyable.",907,1
ron," Speak for yourself. All right there, Harry?",908,1
harry, My scar. It keeps burning.,909,1
hermione, It's happened before.,910,1
harry, Not like this.,911,1
ron, Perhaps you should see the nurse.,912,1
harry," I think it's a warning. It means dangers coming. Uhh! {He rubs scar and then sees Hagrid across the field, at his hut.} Oh. Of course! {runs for hut.}",913,1
hermione, What is it?,914,1
harry," Don't you think it's a bit odd that what Hagrid wants more than anything is a dragon, and a stranger shows up and just happens to have one? {They approach Hagrid, who is playing the Harry Potter theme on his flute.} I mean, how many people wander around with dragon eggs in their pockets? Why didn't I see it before? Hagrid, who gave you the dragon egg? {Hagrid stops playing.} What did he look like?",915,1
hagrid, I don't know. I never saw his face. He kept his hood up.,916,1
harry," The stranger, though, you and he must have talked.",917,1
hagrid," Well, he wanted to know what sort of creatures I looked after. I told him. I said, ""After Fluffy, a dragon's gonna be no problem.""",918,1
harry, And did he seem interested in Fluffy?,919,1
hagrid," Well, of course he was interested in Fluffy! How often do you come across a three headed dog, even if you're in the trade? But I told him. I said, ""The trick with any beast is to know how to calm him. Take Fluffy, for example, just play him a bit of music and he falls straight to sleep.""",920,1
environment,The three gape.,921,1
hagrid, I shouldn't have told you that. {The three take off.} Where you going?! Wait!,922,1
environment,McGonagall's classroom. The three come tearing in and run up the aisles between desks. They pass a ghost and stop at the desk.,923,1
harry," We have to see Professor Dumbledore, immediately!",924,1
mcgonagall, I'm afraid Professor Dumbledore is not here. He received an urgent owl from the Ministry of Magic and left immediately for London.,925,1
harry, He's gone?! Now? But this is important! It's about...the Philosopher's Stone.,926,1
mcgonagall, {shocked} How do you know,927,1
harry, Someone's going to try and steal it.,928,1
mcgonagall," I don't know how you three found out about the stone, but I can assure you it is perfectly well-protected. Now would you go back to your dormitories? Quietly. {They leave.}",929,1
environment,"After exiting McGonagall's class, they walk down the hallway.",930,1
harry," That was no stranger Hagrid met in the village. It was Snape, which means he knows how to get past Fluffy.",931,1
hermione, And with Dumbledore gone,932,1
environment,{Snape suddenly appears behind them},933,1
snape," Good afternoon. Now, what would three young Gryffindors such as yourselves be doing inside on a day like this?",934,1
hermione, Uh...we were just...,935,1
snape," You want to be careful. People will think you're {Harry glares madly at Snape, who looks shocked} up to something. {Exit.}",936,1
hermione, Now what do we do?,937,1
harry, We go down the trapdoor. Tonight.,938,1
scene, Nighttime. In the Gryffindor Common Room. The three friends come down the stairs and begin to walk across the floor. They stop when they hear croaking.,939,1
harry, Trevor.,940,1
ron," Trevor shh! Go, you shouldn't be here!",941,1
neville," {appears behind a chair} Neither should you. You're sneaking out again, arent you?",942,1
harry," Now, Neville, listen. We were",943,1
neville, No! I won't let you! {stands} You'll get Gryffindor in trouble again! I-I'll fight you. {holds out fists.},944,1
hermione," Neville, I'm really, really sorry about this...{takes out wand} Petrificus Totalus.",945,1
environment,Neville is frozen and falls backwards onto the ground. Hermione puts her wand back.,946,1
ron," {Gulp} You're a little scary sometimes...you know that? Brilliant, but scary.",947,1
harry, Let's go. {Walks by Neville} Sorry.,948,1
hermione, Sorry.,949,1
ron," It's for your own good, you know. {Exit.}",950,1
scene," The three are under the Invisibility cloak, sneaking along the corridor.",951,1
hermione, Ow! You stood on my foot!,952,1
ron, Sorry. {A flame lights. Hermione draws out her wand and points it at the door.},953,1
hermione, Alohomora.,954,1
environment,The door opens and they go in.,955,1
ron," Wait a minute...he's....{a blow of air, and the cape flutters off them.} Sleeping.",956,1
harry, Snape's already been here. He's put a spell on the harp. {They approach the sleeping dog.},957,1
ron, Uh. It's got horrible breath!,958,1
harry, We have to move its paw.,959,1
ron, What?!,960,1
harry," Come on! {grabs paw, which is blocking the door.} Okay. Push! {They strain and move it. They open the door.} I'll go first. Don't follow until I give you a sign. {Fluffy's eyes open.} If something bad happens, get yourselves out...Does it seem a bit...quiet?",961,1
hermione, The harp. It stopped playing.,962,1
environment,Drool from one head comes down on Ron's shoulder.,963,1
ron," Ew! Yuck! Ugh. {All three kids look up and see Fluffy standing there. Fluffy barks and growls, thrashing. It breaks the harp and dives at the three.}",964,1
harry, Jump! Go! {They all jump through the trapdoor.},965,1
ron," Ahh! {gasps as he lands on some mushy black ropelike vines.} Whoa. Lucky this plant-thing is here, really.",966,1
harry, Whoa! {The plant begins to move towards them.} Oh. Ahh! {The plant ties them up.},967,1
hermione," Stop moving, both of you. This is Devil's Snare. You have to relax. If you don't, it will only kill you faster.",968,1
ron," Kill us faster?! Oh, now I can relax!",969,1
environment,Hermione manages a smile as she is sucked down below.,970,1
environment,Ron and Harry: Hermione!!,971,1
ron, Now what are we gonna do?!,972,1
environment,Hermione's voice: Just relax!,973,1
harry, Hermione! Where are you?!,974,1
environment,Hermione (from below): Do what I say. Trust me.,975,1
environment,Harry relaxes and is sucked through.,976,1
ron, Ahh! Harry!,977,1
environment,Harry falls through and lands on the hard ground. Hermione goes over to him and he stands up.,978,1
ron, Harry!,979,1
hermione, Are you okay?,980,1
harry," Yeah, yeah, I'm fine.",981,1
ron, Help!,982,1
hermione," He's not relaxing, is he?",983,1
harry, Apparently not.,984,1
ron, Help! Help me!,985,1
hermione, We've got to do something!,986,1
harry, What?,987,1
hermione," Uh! I remember reading something in Herbology. {Ron: Help!} Um Devil's Snare, Devil's Scare, {The snare shuts Ron's mouth} it's deadly fun...but will sulk in the sun! That's it! Devil's Snare hates sunlight! {takes out wand and points upwards.} Lumus Solem! {A beam of light shoots out. The Snare shrieks and recoils. Ron falls below.}",988,1
ron, Ahhh!,989,1
harry," Ron, are you okay?",990,1
ron, Yeah.,991,1
harry, Okay.,992,1
ron, {stands} Whew. Lucky we didn't panic!,993,1
harry, Lucky Hermione pays attention in Herbology.,994,1
environment,There is a sound.,995,1
hermione, What is that?,996,1
harry, I don't know. Sounds like wings.,997,1
environment,"They enter into a room filled with golden ""birds.""",998,1
hermione, Curious. I've never seen birds like these.,999,1
harry," They're not birds, they're keys. And I'll bet one of them fits that door. {They come upon a broomstick, suspended in the air.}",1000,1
hermione, What's this all about?,1001,1
harry, I don't know. Strange.,1002,1
environment,{Ron creeps over to the door and takes out his wand.},1003,1
ron," {rattles lock.} Alohomora! {Shrugs} Well, it was worth a try.",1004,1
hermione, Ugh! What're we going to do? There must be 1000 keys up there!,1005,1
ron, We're looking for a big old fashioned one. Probably rusty like the handle.,1006,1
harry, There! I see it! {points} The one with the broken wing! {He looks at the broom.},1007,1
hermione," What's wrong, Harry?",1008,1
harry, It's too simple.,1009,1
ron," Oh, go on, Harry! If Snape can catch it on that old broomstick, you can! You're the youngest seeker in a century!",1010,1
environment,"Harry nods and grabs the broom. All the keys suddenly go one direction, right at Harry. He climbs on, swiping at them.",1011,1
ron, This complicates things a bit!,1012,1
environment,"Harry pushes off into the air. He flies off, after the key. The others follow him. Harry grabs the key.",1013,1
harry, Catch the key!,1014,1
environment,"He zooms by and throws the key to Hermione, who catches it and heads for the lock while Harry distracts the other keys. Hermione puts it in the lock.",1015,1
ron, Hurry up!,1016,1
environment,"The door opens, and Hermione and Ron rush through, followed by Harry. They shut the door just as the keys slam up against it.",1017,1
environment,"They enter a dark room, with broken pieces all around it.",1018,1
hermione, I don't like this. I don't like this at all.,1019,1
harry, Where are we? A graveyard.,1020,1
ron," This is no graveyard. {sighs} It's a chessboard. {Walks out onto the marble board and flames light, illuminating the board and GIANT players. Harry and Hermione come up with him.}",1021,1
harry, There's the door.,1022,1
environment,"They walk across the board, towards the door. Suddenly, as they reach a line of pawns, the pawns bring up their swords. The three jump and back up.",1023,1
hermione, Now what do we do?,1024,1
ron," It's obvious, isn't it? We've got to play our way across the room. All right. Harry, you take the Bishop's square. Hermione, you'll be the Queen's side castle. As for me, I'll be a knight. {They all take their places.}",1025,1
hermione, What happens now?,1026,1
ron," {aboard a horse.} Well, white moves first, and then...we play. {A pawn on the other side moves forward. Ron studies the game.}",1027,1
hermione," Ron, you don't suppose this is going to be like...real wizard's chess, do you?",1028,1
ron," You there! D-5! {A black pawn moves forward, diagonal to the white pawn. The white pawn raises its swords and smashes the black one. The three jump.} Yes, Hermione, I think this is going to be exactly like wizard's chess!",1029,1
environment,"The game continues. Pieces smash each other, boom! Boom!",1030,1
ron," Castle to E-4! Smash! Ron: Pawn to C-3! Smash! Boom! The Queen turns, and smashes a piece! Harry, Ron and Hermione wince. The Queen turns again. Both Ron and Harry study the game.",1031,1
harry, Wait a minute.,1032,1
ron," You understand right, Harry. Once I make my move, the Queen will take me...then you'll be free to check the King.",1033,1
harry," No, Ron! No!",1034,1
hermione, What is it?,1035,1
harry, He's going to sacrifice himself!,1036,1
hermione," No, Ron, you can't! {Ron closes his eyes.} There must be another way!",1037,1
ron," {turns to face Hermione.} Do you want to stop Snape or not? Harry, it's you that has to go on. I know it. Not me, not Hermione, you. {Harry nods.} Knight...to H-3.",1038,1
environment,"Ron's horse moves forward, slides and stops.",1039,1
ron, Check.,1040,1
environment,"The Queen turns and advances. Ron breathes faster, clutching the steel reins. The Queen stops. SMASH! Ron goes flying off the horse and lands on the floor, unconscious.",1041,1
ron, Ahhhh!,1042,1
harry," RON! {Hermione starts walking to him.} NO! Don't move! Dont forget, we're still playing. {Hermione moves back. Harry walks the diagonal in front of the King.} Checkmate. {The Kings sword falls onto the ground victory. Harry breathes out and then the two run to Ron. They bend beside him.} Take care of Ron. Then, go to the owlery. Send a message to Dumbledore. Ron's right...I have to go on.",1043,1
hermione," You'll be okay, Harry. You're a great wizard, you really are.",1044,1
harry, Not as good as you.,1045,1
hermione," {smile} Me? Books and cleverness? There are more important things. Friendship, and bravery. And Harry, just be careful.",1046,1
environment,"Harry nods and stands, walking away.",1047,1
environment,"Harry walks down a long staircase to an empty room with pillars around it. The Mirror of Erised is in the middle of the room, and a man is standing before it. It is Quirrell. Harry yelps and grabs his scar.",1048,1
harry, You? {Quirrell turns around.} No. It can't be...Snape. He was the one,1049,1
quirrell," Yes. He does seem the type, doesn't he? Next to me, who would suspect, ""p-p-poor s-stuttering Professor Quirrell?""",1050,1
harry," B-but, that day, during the Quidditch Match, Snape tried to kill me.",1051,1
quirrell," No, dear boy. I tried to kill you! And trust me, if Snape's cloak hadn't caught fire and broken my eye contact, I would have succeeded. Even with Snape muttering his little counter-curse.",1052,1
harry, Snape was trying to...save me?,1053,1
quirrell, I knew you were a danger right from the off. Especially after Halloween.,1054,1
harry, Th-then you let the troll in.,1055,1
quirrell," Very good Potter, yes. Snape, unfortunately, wasn't fooled. While everyone else was running to the dungeon, he went to the 3rd floor to head me off. He, of course, never trusted me again. He rarely left me alone. {Quirrell turns back to the mirror and Harry's scar hurts.} But he doesn't understand. I'm never alone. Never. Now...what does this mirror do? I see what I desire. I see myself holding the stone. But how do I get it?",1056,1
environment,"{A raspy voice, VOLDEMORT, calls.}: Use the boy.",1057,1
quirrell," Come here, Potter, now!",1058,1
environment,Harry walks forward shakily.,1059,1
quirrell, Tell me. What do you see?,1060,1
environment,"Harry looks in the mirror. He sees himself. His mirror self brings his hand into his pocket and takes out a red stone! The mirror self winks and puts the stone back. Very subtly, Harry reaches to his pocket. There is a lump. He gasps.",1061,1
quirrell, What is it?! What do you see?!,1062,1
harry, I-I'm shaking hands with Dumbledore. I've won the house cup.,1063,1
environment,Voldemort's voice: He lies.,1064,1
quirrell, Tell the truth! What do you see?!,1065,1
environment,Voldemort's voice: Let me speak to him.,1066,1
quirrell," Master, you are not strong enough.",1067,1
environment,"Voldemort's voice: I have strength enough for this. {Quirrell unwraps his turban and on the side opposite his face, another face is planted. It is Voldemort who appears kind of like a snake. He stretches out and faces Harry via the mirror.} Harry Potter. We meet again.",1068,1
harry, Voldemort.,1069,1
voldemort," Yes. You see what I have become? See what I must do to survive? Live off another. A mere parasite. Unicorn blood can sustain me, but it cannot give me a body of my own. But there is something that can. Something, that conveniently enough, lies in your pocket!",1070,1
environment,Harry turns and runs.,1071,1
voldemort, Stop him! {Quirrell snaps his fingers and fire erupts all around the room. Harry is stuck.} Don't be a fool! Why suffer a horrific death when you can join me and live?!,1072,1
harry, {shakes his head} Never!,1073,1
voldemort," Haha. Bravery. Your parents had it too. Tell me, Harry, would you like to see your mother and father again? Together, we can bring them back. {In the mirror, Harrys parents faces appear.} All I ask for is something in return. {Harry takes the stone from his pocket.} That's it, Harry. There is no good and evil. There is only power, and those too weak to seek it. Together, we'll do extraordinary things. Just give me the stone! {Mother and father vanish.}",1074,1
harry, You liar!,1075,1
voldemort, Kill him!,1076,1
environment,"Quirrell soars into the air and smashes into Harry, one hand on Harrys throat. They fall to the steps. The stone falls out of Harry's reach as Quirrell chokes him. Harry strains and squeaks. Suddenly, Harry puts his hand on Quirrell's, trying to get him off. Smoke furls from under his hand.",1077,1
quirrell, Ahh! Ahh! {backs up. His hand is crumbling into a mountain of black ash.} What is this magic? {hand dissipates.},1078,1
voldemort, Fool! Get the stone!,1079,1
quirrell," {Walks forward, but Harry puts both hands on his face.} Ahhhhhhhhhh!",1080,1
environment,"Quirrell backs up, then his face, which is horrendously burned, crumbles as he walks forward. His whole body is ash. He falls to the floor. Harry gasps. He looks at his own hands and hurries over to the stone. He picks it up and sighs, when he hears something. Turning, Harry sees a dust clouds with Voldemort's face. The cloud rushes forward, right through Harry!",1081,1
voldemort, Arrrhhhhhh!,1082,1
