character,statement,line,book
ron,"Three glasses who? PROFESSOR McGONAGALL Salazar Slytherin wished to be more selective about the students admitted to Hogwarts. He believed that magical learning should be kept within all-magic families. In other words, purebloods. Unable to sway the others, he decided to leave the school. (a beat) According to legend, Slytherin had built a hidden chamber in this castle, known as the Chamber of Secrets. Shortly before departing, he sealed it until that time when his own true heir returned to the school. The heir alone would be able to open the Chamber of Secrets and unleash the horror within, and by so doing, purge the school of all those who, in Slytherin's view, were unworthy to study magic.",459,2
hermione,"Muggle-borns. PROFESSOR McGONAGALL Yes. Naturally, the school has been searched many times for such a chamber. It has never been found.",460,2
hermione,"Professor, what exactly does legend tell us lies within the Chamber? PROFESSOR McGONAGALL The Chamber is said to be home to something which the heir of Slytherin alone can control. It is said to be home... to a monster. Ron's eyes shift. Malfoy sits calmly, smiling to himself. . 63 INT. CORRIDOR - DAY 63 Harry, Hermione, and Ron thread their way through the teeming corridor. Up ahead, Malfoy walks with Crabbe and Goyle.",461,2
ron,D'you think it's true? D'you think there really is a Chamber of Secrets?,462,2
hermione,Yes. Couldn't you tell McGonagall's worried. All the teachers are.,463,2
harry,"But if there really is a Chamber of Secrets, and it's really been opened, that means...",464,2
hermione,"The Heir of Slytherin has returned to Hogwarts. The question is, who is it?",465,2
ron,(in mock puzzlement) Let's think. Who do we know who thinks Muggle-borns are scum.,466,2
hermione,(eyeing Malfoy ahead) If you're talking about him --,467,2
ron,"Of course! You heard him 'You'll be next, Mudbloods'!",468,2
hermione,I heard him. But Malfoy? The Heir of Slytherin?,469,2
harry,"Maybe Ron's right, Hermione. I mean, look at his family. The whole lot of them have been in Slytherin for centuries.",470,2
ron,Crabbe and Goyle must know. Maybe we could trick them into telling...,471,2
environment,. 63 HERMIONE,472,2
hermione,"No. Even they aren't that thick. But there might be another way. Mind you, it would be difficult. Not to mention we'd be breaking about fifty school rules. And it would be dangerous. Very dangerous.",473,2
ron,"When do we start? 64 INT. LIBRARY - NIGHT 64 In a dark nook, Harry, Ron and Hermione huddle round a book entitled Moste Potente Potions. The spotted pages are littered with DISTURBING ILLUSTRATIONS.",474,2
hermione,"Here it is 'The Polyjuice Potion. Properly brewed, the Polyjuice Potion allows the drinker to transform himself temporarily into the physical form of another...'",475,2
ron,"You mean, Harry and I drink some of this stuff and we turn into Crabbe and Goyle?",476,2
hermione,Yes.,477,2
ron,Wicked! Malfoy'll tell us anything!,478,2
hermione,"Exactly. But it's tricky. I've never seen a more complicated potion. Lacewing flies, leeches, fluxweed. And, of course, we'll need a bit of whoever we want to change into too.",479,2
ron,Hang on now. I'm drinking nothing with Crabbe's toenails in it.,480,2
environment,57. 64 HARRY,481,2
harry,How long will it take to make?,482,2
hermione,A month.,483,2
harry,A month? But if Malfoy is the heir of Slytherin... he could attack half the Muggle-borns in the school by then.,484,2
hermione,"You didn't have to tell me that. 65 EXT. QUIDDITCH STADIUM - DAY 65 We join the Quidditch match in mid-game. The CROWD ROARS, watching as Slytherin Chasers, bent low over their new brooms, jet past the overmatched Gryffindors.",485,2
hagrid,"Gallopin' Gorgons! Slytherin's flyin' like they got dragon fire in their brooms... Ron fumes, looking as though he takes Slytherin's dominance personally. Taking Hagrid's GIANT BINOCULARS, he trains them on the FACULTY BOX -- where Lucius Malfoy sits next to Snape. Harry circles high above the pitch, searching for the Golden Snitch. Suddenly, Malfoy streaks by overhead.",486,2
draco,"All right there, Scarhead? Harry turns, eyes Malfoy malevolently. Behind him, a BLUDGER drops INTO FRAME, begins to streak toward his head.",487,2
george,"HARRY! WATCH OUT! Harry wheels and at the last possible moment, slips the WHISTLING Bludger. CRACK! George swoops down, BATS it away. Harry turns, watches it soar away, then blinks the Bludger turns, streaks right back at him. Harry JETS OFF.",488,2
environment,. 65 HAGRID,489,2
hagrid,"(from the stands) Blimey, Harry's got 'imself a Rogue Bludger!",490,2
ron,Rogue Bludger?,491,2
hagrid,"Look fer yerself! It's bin' tampered with! Harry executes a series of zigs, zags, loops and rolls, trying to shake the Bludger, but the Bludger is relentless. Ron instinctively draws his wand, begins to point it toward Harry and the Bludger, when... Hermione's hand intercedes. She glances knowingly at his fractured wand.",492,2
hermione,"You're joking, right? Besides, even with a proper wand, it's too risky. You could hit Harry. As Harry frantically dips and dives, Malfoy cruises by.",493,2
draco,"Training for the ballet, Potter? Harry glances at Malfoy's sneering face. BUZZING inches above Malfoy's left ear is... the GOLDEN SNITCH. Harry CHARGES. Malfoy GULPS, swings clear, and watches Harry rocket past. As Harry chases the plummeting Snitch, Malfoy FOLLOWS IN HOT PURSUIT. They RACE DOWNWARD, trailing the HISSING SNITCH deep into the TRENCH circling the pitch. Shoulder to shoulder, they RACE MADLY, driving and dodging the wooden support beams that crisscross their path. Directly behind them, the Bludger FOLLOWS, SHATTERING the BEAMS as it dogs Harry. Malfoy KICKS Harry, forcing him to the edge of the trench. Harry BRUSHES the wall, battling for control. Malfoy turns, SNICKERS, then looks back... and finds himself heading smack into a wooden beam. Panicked, he tries to pull up. Too late. Broom meets beam and Malfoy spirals out of the trench and -- THWUMP! -- flat on his back in the middle of the pitch.",494,2
environment,A. (1A) 65,495,2
environment,"Harry continues on, CLOSING on the Snitch, fingertips only inches from catching it... when... the Rogue Bludger SMASHES INTO Harry's arm. Harry cries out, steadies himself and with a brilliant, acrobatic move, SNATCHES the Snitch out of the air with his good hand. Unable to control his broom with his shattered arm, he hits the pitch with a SICKENING THUD. Wincing, Harry rolls onto his shoulders, SQUINTS UP a BLACK DOT -- growing rapidly LARGER -- is plummeting from the sky, directly toward him. It's... the rogue Bludger. Instantly, Harry spins away, grimacing in agony, as the Bludger... ... hits the ground like a SLEDGE HAMMER, violently TATTOOING the pitch again and again, only inches from Harry. Calmly, Hermione strides forth, points her wand.",496,2
hermione,"Finite Incantatem! The Bludger hangs briefly in the air. Slowly ceases spinning. Drops heavily to the pitch. Harry exhales, relieved, only to recall the searing pain in his arm. As CONCERNED FACES swim above him, one particular face pushes through the others",497,2
gilderoy lockhart,"Not to worry, Harry. I'll fix that arm of yours straight away.",498,2
harry,No... no... not you.,499,2
environment,59. (3) 65 GILDEROY LOCKHART,500,2
gilderoy lockhart,"Poor boy doesn't know what he's saying. This won't hurt a bit... Lockhart TWIRLS his WAND, Harry braces himself, and... nothing. He blinks, looks up the faces -- which now include Ron, Hermione, and Hagrid -- look horror- stricken.",501,2
gilderoy lockhart,"Ah. Yes. Well, that can sometimes happen. The point is, the bones are no longer broken.",502,2
hagrid,"Brok'n? He doesn't 'ave any bones at all! Harry looks his arm looks like an empty rubber glove. 66 INT. HOSPITAL WING - DAY 66 A dazed Malfoy slumps out with Crabbe and Goyle. Ron, standing by Harry's bed with Hermione, grins, then watches MADAM POMFREY pour out a STEAMING BEAKERFUL OF LIQUID from a bottle of SKELE-GRO. A group of Gryffindors, including some of his teammates, stand nearby.",503,2
madam pomfrey,He should have been brought straight to me! I can mend bones in a heartbeat -- but growing them back --,504,2
hermione,"You will be able to, won't you?",505,2
madam pomfrey,"I'll be able to, certainly, but it will be painful. You're in for a rough night, Potter. Regrowing bones is nasty business. Harry takes the steaming cup and drinks. Grimaces.",506,2
madam pomfrey,"Well, what did you expect -- pumpkin juice? FLASH! Harry blinks, sees Colin Creevey standing there.",507,2
environment,. 66 COLIN,508,2
colin,"That was brilliant today, Harry! Brilliant!",509,2
madam pomfrey,"Out! All of you! This boy's got thirty-three bones to regrow! 67 INT. HOSPITAL WING - NIGHT 67 Harry fidgets in the darkness, half-asleep, then... his eyelids flutter slowly open... HARRY'S MOVING POV From the shadows that cling to the ceiling... to the lattice-work of moonlight that burns softly on the walls around him...",510,2
environment,"He SENSES something... a presence... when... Five BANDAGED FINGERS ENTER FRAME, begin to SPONGE his brow. Harry bolts upright, finds...",511,2
harry,Dobby!,512,2
dobby,Harry Potter came back to school. Dobby warned him. Harry Potter should have listened to Dobby. Harry Potter should have gone back home when he missed the train.,513,2
harry,(pushing the sponge away) It was you! You stopped the barrier from letting Ron and me through!,514,2
dobby,"Indeed yes, sir. Dobby hid and watched for Harry Potter and sealed the gateway.",515,2
harry,You nearly got Ron and me expelled!,516,2
environment,A. (A1) 67 DOBBY,517,2
dobby,At least you would be away from here. Harry Potter must go home! Dobby thought his Bludger would be enough to make Harry Potter see --,518,2
harry,Your Bludger? You made that Bludger chase after me?,519,2
environment,61. 67 DOBBY,520,2
dobby,"Dobby feels most aggrieved, sir. (waggling his fingers) Dobby had to iron his hands...",521,2
harry,"You'd better clear off before my bones come back, Dobby, or I might strangle you!",522,2
dobby,"(smiling weakly) Dobby is used to death threats, sir. Dobby gets them five times a day at home.",523,2
harry,I don't suppose you could tell me why you're trying to kill me?,524,2
dobby,"Not kill you, sir, never kill you! Dobby remembers how it was before Harry Potter triumphed over He Who Must Not Be Named. We house elves were treated like vermin, sir. Of course, Dobby is still treated like vermin... Dobby HONKS his nose on the filthy pillowcase he wears.",525,2
harry,"Why do you wear that thing, Dobby?",526,2
dobby,"This, sir? 'Tis a mark of the house elf's enslavement. Dobby can only be freed if his master presents him with clothes. The family is careful not to pass Dobby so much as a sock, sir, for then he would be free to leave their house forever. Dobby's ears QUIVER, detecting... FOOTSTEPS. He WHISPERS.",527,2
dobby,Terrible things are about to happen at Hogwarts! Harry Potter must not stay here now that history is to repeat itself!,528,2
environment,. (2) 67 HARRY,529,2
harry,"Repeat itself? You mean, this has happened before? Dobby seizes the Skele-Gro, BEATS himself about the head.",530,2
harry,"Tell me, Dobby? When did this happen before? Who's doing it now?",531,2
dobby,"Dobby cannot say, sir. Dobby only wants Harry Potter to be safe.",532,2
harry,"Who is it? No, Dobby! Tell me! CRACK! Dobby is gone. SHADOWS flicker beyond the CURTAIN encircling Harry's bed. Harry slumps down... peers through a slit in the curtains. Dumbledore, in a nightcap, and McGonagall, in a tartan robe, heave a SMALL STATUE onto an empty bed. Seconds later, Madam Pomfrey bustles in.",533,2
madam pomfrey,What's happened?,534,2
albus dumbledore,"There's been another attack. Madam Pomfrey GASPS. It is not a statue lying there. It is Colin Creevey, CAMERA still clutched to his eye. PROFESSOR McGONAGALL Perhaps he managed to get a picture of his attacker... Dumbledore opens the camera. A JET OF STEAM HISSES forth. PROFESSOR McGONAGALL What does this mean, Albus?",535,2
albus dumbledore,"It means our students are in great danger, Minerva. Mr. Creevey was fortunate. If not for this... (holding up the camera) He would surely be dead.",536,2
environment,A. (3) 67,537,2
environment,"PROFESSOR McGONAGALL What sould I tell the staff, Albus?",538,2
albus dumbledore,Tell them the truth. Tell them Hogwarts is no longer safe. Tell them it's as we feared. The Chamber of Secrets is indeed open again.,539,2
environment,"68A EXT. GIRLS BATHROOM 68A We PAN SLOWLY FROM the defiled wall to the bathroom door. 63. 69 INT. GIRLS BATHROOM - DAY 69 A gloomy place. Cracked mirrors. Chipped sinks. Guttering candles. Harry and Ron huddle over a SMALL, BUBBLING CAULDRON, as Hermione adds STRANGE INGREDIENTS.",540,2
hermione,"Again? You mean, the Chamber of Secrets has been opened before?",541,2
ron,"Of course! Don't you see? Lucius Malfoy must've opened it when he was at school here, and now he's told Draco how to do it.",542,2
hermione,Maybe. We'll have to wait for the Polyjuice Potion to know for sure.,543,2
ron,"Enlighten me. Why are we brewing this potion in broad daylight, in the middle of a girls' lavatory? Don't you think we'll get caught?",544,2
hermione,Never. No one over comes in here.,545,2
ron,Why?,546,2
hermione,Moaning Myrtle.,547,2
ron,"Who's Moaning Myrtle? There is a LOUD, PIERCING SCREECH, and the GHOST OF A YOUNG GIRL COMES RACING OUT OF THE WALL. FACE TO FACE with Ron.",548,2
moaning myrtle,"I'm Moaning Myrtle. I wouldn't expect you to know me. Who would ever talk about fat, ugly, miserable, moping, moaning Myrtle? Myrtle SOBS LOUDLY, DIVES head first into the toilet.",549,2
hermione,She's a little sensitive. 64. 70 INT. GREAT HALL - DAY 70,550,2
notice-board,"DUELING CLUB! First Meeting Tonight. A GOLDEN STAGE has been erected. Lockhart struts atop it. Harry, Ron, Hermione and good number of other students watch.",551,2
gilderoy lockhart,"Gather round! Gather round! Can everyone see me? Can you all hear me? Excellent. In light of the dark events of recent weeks, Professor Dumbledore has granted me permission to start this little Dueling Club, to train you all up in case you ever need to defend yourselves as I myself have done on countless occasions -- for full details, see my published works. The boy next to Harry, JUSTIN-FINCH FLETCHLEY, turns to him.",552,2
justin finch-fletchley,"That Lockhart's something, isn't he? Awfully brave chap. (offering his hand) Justin Finch-Fletchley. Hufflepuff.",553,2
harry,Nice to meet you. I'm --,554,2
justin finch-fletchley,"I know who you are. We all do. Even us Muggle-borns. Justin grins agreeably, looks back to the stage, where Professor Snape has joined Lockhart.",555,2
gilderoy lockhart,"Let me introduce my assistant Professor Snape. He has sportingly agreed to help me with a short demonstration. Now I don't want any of you youngsters to worry. You'll still have your Potions Master when I'm through with him, never fear!",556,2
ron,"What's the fun in that? Lockhart and Snape face each other and bow. They turn, walk ten paces, then... SPIN... wands poised like swords.",557,2
environment,. 70 GILDEROY LOCKHART,558,2
gilderoy lockhart,"As you can see, we are holding our wands in the accepted combative position. On the count of three, we will cast our first spells. Neither of us will be aiming to kill, of course.",559,2
harry,(eyeing Snape) I wouldn't bet on that.,560,2
gilderoy lockhart,One-two-three --,561,2
snape,Expelliarmus! A dazzling flash of SCARLET LIGHT bursts forth and BLASTS Lockhart off his feet and into the wall behind.,562,2
hermione,Do you think he's all right?,563,2
harry,Who cares?,564,2
ron,Who cares?,564,2
gilderoy lockhart,"(rising unsteadily) Well, there you have it. That was a Disarming Charm. As you see, I've lost my wand.",566,2
gilderoy lockhart,"(as Hermione returns it) Ah, thank you, Miss Granger. Yes, an excellent idea to show them that, Professor Snape, but if you don't mind my saying so, it was very obvious what you were about to do. If I had wanted to stop you it would have been only too easy...",567,2
snape,"Perhaps it would be prudent to first teach the students to block unfriendly spells, Professor.",568,2
environment,66. (2) 70 GILDEROY LOCKHART,569,2
gilderoy lockhart,"An excellent suggestion, Professor Snape. Let's have a volunteer pair. Potter, Weasley, how about you?",570,2
snape,"Weasley's wand causes devastation with the simplest spells. We'll be sending Potter to the hospital wing in a matchbox. Might I suggest someone from my own house. Malfoy, perhaps. Malfoy and Harry eye each other malevolently as they take their places onstage. Grudgingly, they bow to each other.",571,2
draco,"Scared, Potter?",572,2
harry,"You wish. They turn, walk ten paces, then WHIRL, wands poised.",573,2
gilderoy lockhart,"Wands at the ready! When I count to three, cast your charms to disarm your opponent -- only to disarm. We don't want any accidents. One, two -- Malfoy FIRES early, knocking Harry off his feet with a BLAST of WHITE LIGHT. He jumps up, points his wand.",574,2
harry,"Rictusempra! A jet of SILVER LIGHT hits Malfoy dead in the stomach. He doubles up, WHEEZING.",575,2
gilderoy lockhart,I said disarm only!,576,2
draco,"Serpensortia! To Harry's horror, the tip of Malfoy's wand EXPLODES and a LONG BLACK SNAKE SLITHERS forth. Snape smiles with amusement.",577,2
environment,67. (3) 70 SNAPE,578,2
snape,"Don't move, Potter. I'll get rid of it for you.",579,2
gilderoy lockhart,"Allow me! Lockhart flicks his wand. BANG! The SNAKE flies into the air, HISSES in rage, and slithers straight towards Justin Finch-Fletchley. As students SCREAM, Harry -- oddly calm -- approaches the snake. It rises, fangs exposed, poised to strike Justin.",580,2
harry,"(in Parseltongue) Leave him! The snake looks into Harry's eyes, then turns for Justin.",581,2
harry,"(in Parseltongue) LEAVE HIM! The snake hovers a moment more, then -- miraculously -- slumps to the floor. Harry blinks, as if coming out of a trance, grins curiously at the snake, and offers his hand to Justin.",582,2
justin finch-fletchley,"What are you playing at? Terrified, Justin backs away. Confused, Harry eyes the faces around him. Malfoy looks shocked. Seamus and Neville's eyes glitter with fear. Ginny bolts the room. Snape waves his wand and the snake VANISHES in PUFF OF BLACK SMOKE, then regards Harry with a look that is both shrewd and calculating.",583,2
ron,"(taking Harry's arm) Come on. Move. Now. 71 INT. GRYFFINDOR COMMON ROOM - DAY (LATER) 71 Ron and Hermione usher Harry inside. Harry glances up, sees Ginny Weasley staring down at him from the top of the stairs. As their eyes meet, she turns for the girls' dormitory.",584,2
ron,You're a Parselmouth! Why didn't you tell us?,585,2
environment,68. 71 HARRY,586,2
harry,I'm a what?,587,2
hermione,You can talk to snakes.,588,2
harry,"I know. I mean, I accidentally set a python on my cousin Dudley at the zoo once. But so what? I bet loads of people here can do it.",589,2
hermione,"No. They can't. It's not a very common gift, Harry. This is bad.",590,2
harry,What's bad? If I hadn't told that snake not to attack Justin --,591,2
ron,"Oh, that's what you said to it.",592,2
harry,You were there! You heard me!,593,2
ron,I heard you speaking Parseltongue. Snake language.,594,2
harry,I spoke a different language? But I didn't realize -- how can I speak a language without knowing I can?,595,2
hermione,"I don't know, Harry. But it sounded like you were egging the snake on or something. It was... creepy. As Gryffindors stream into the room, they eye Harry warily. Even Seamus, Neville, and Dean Thomas walk by without a word.",596,2
hermione,"Harry, listen out me. There's a reason the symbol of Slytherin house is a serpent. Salazar Slytherin was a Parselmouth. He could talk to snakes too.",597,2
environment,69. (2) 71 RON,598,2
ron,Exactly. And now the whole school's going to think you're his great-great-great grandson or something.,599,2
harry,But I'm not. I... can't be.,600,2
hermione,He lived a thousand years ago. For all we know... you could be. 72 EXT. HOGWARTS' LANDSCAPE - DAY 72 A heavy snow falls. Harry sits atop one of the towering hills facing Hogwarts. Hedwig sits beside him.,601,2
harry,"Who am I, Hedwig? What am I? 73 INT. LIBRARY - NIGHT 73 The trio study. Harry, burdened by dark thoughts, looks up at Ron. He smiles at Harry, then, seconds later, Hermione does the same -- something forced about it all. Unable to bear it, Harry gathers his books, gets up from the table. As Harry walks, students glance up, meet his gaze, then look away. Even MADAM PINCE eyes him from her desk. Ginny Weasley, tired and pale, scribbles furiously in a SMALL BLACK BOOK. Harry exits, walks into the hallway and pauses. From inside a room, the VOICES of a group of Hufflepuffs can be heard.",602,2
ernie,"So, anyway, I told Justin to hide up in our dormitory. I mean to say, if Potter's marked him down as his next victim, it's best he keep a low profile for a while.",603,2
hannah,But why would he want to attack Justin?,604,2
environment,. 73 ERNIE,605,2
ernie,Justin let it slip to Potter that he was Muggle-born.,606,2
hannah,And you definitely think Potter's the Heir of Slytherin?,607,2
ernie,"Hannah, he's a Parselmouth. Everyone knows that's the mark of a dark wizard. Have you ever heard of a decent one who could talk to snakes? They called Slytherin himself Serpent-tongue. (whispering darkly) Remember what was written on the wall Enemies of the Heir Beware. Potter had some sort of run-in with Filch. Next thing we know, Filch's cat's attacked. That first-year Creevey's been annoying Potter. Then Creevey's attacked.",608,2
hannah,"He always seems so nice, though. And, after all, he is the one who made You Know Who disappear.",609,2
ernie,"That's probably why You Know Who wanted to kill him in the first place. Didn't want another Dark Lord competing with him. Harry doesn't need to hear anymore. He slips quietly away. 74 INT. CORRIDOR - NIGHT (MOMENTS LATER) 74 MUTTERING, Harry storms straight into Hagrid, who stands covered in snow, a DEAD ROOSTER dangling from his hand.",610,2
hagrid,"All righ', Harry?",611,2
harry,Hagrid... what're you doing here?,612,2
environment,. 74 HAGRID,613,2
hagrid,"(holding up the rooster) Second one killed this term. Reckon it's either foxes or a Blood-Suckin' Bugbear. Need Dumbledore's permission ter put a charm round the hen-coop. Yeh sure yeh're all righ', Harry? Yeh look all hot an' bothered.",614,2
harry,"It's nothing. I'd better get going. I've got a lot of studying... 75 INT. ANOTHER CORRIDOR - NIGHT (MOMENTS LATER) 75 Harry enters, slows. Up ahead, in the light of a FLICKERING TORCH, something DARK lies. A WINDOWPANE RATTLES in the WIND and the torch... goes out. Harry steps closer, finds... Justin-Finch-Fletchley. Lying rigid on the floor, a look of shock on his frozen face. Nearby, an inert Nearly Headless Nick floats, body teeming with BLACK SMOKE. Kneeling, Harry notices a TRAIL OF SPIDERS scuttling away from Justin's body and out the loose windowpane... when suddenly... ... Harry senses someone watching him, wheels McGonagall.",615,2
harry,"Professor, I swear I didn't -- PROFESSOR McGONAGALL This is out of my hands, Potter. Mr. Filch, will you take care of this, please? Harry's eyes shift. Filch lurks in the shadows beyond McGonagall. He steps forward, HISSES QUIETLY.",616,2
filch,"Caught in the act. I'll have you out this time, Potter. Mark my words... As McGonagall leads Harry away, he looks back. Filch stares at Justin and Nick, then turns. CAMERA DOLLYS AWAY FROM HIM.",617,2
environment,. 75 FILCH,618,2
filch,"Dark magic. That's what you've got, Potter. Even the air you breathe comes out poison. You're evil. Evil as they come... 76 INT. GARGOYLE CORRIDOR - NIGHT (MOMENTS LATER) 76 McGonagall marches Harry down to an UGLY STONE GARGOYLE. PROFESSOR McGONAGALL Sherbet lemon. The Gargoyle SPRINGS TO LIFE, its wings opening. PROFESSOR McGONAGALL Professor Dumbledore will be waiting for you. McGonagall ushers Harry inside. It's an elevator. The Gargoyle's wings close. Harry rises to an upper floor. 77 INT. DUMBLEDORE'S OFFICE - NIGHT 77 Harry steps out of the Gargoyle's embrace and enters a large, circular room. STRANGE SILVER INSTRUMENTS WHIR quietly. On a nearby shelf, the SORTING HAT sits. Harry casts a wary eye at the PAST HEADMASTERS snoozing in the PORTRAITS around him. In the last portrait, the Headmaster is awake, reading a book. He is PROFESSOR DIPPET. Harry approaches the Sorting Hat, glances around, then places it atop his head.",619,2
sorting hat,"Bee in your bonnet, Potter?",620,2
harry,"Well, you see, I was wondering...",621,2
environment,73. 77 SORTING HAT,622,2
sorting hat,"If I put you in the right house? Yes... you were particularly difficult to place. But I stand by what I said last year... you would have done well in Slytherin. Harry strips the hat off, tosses it back onto the shelf.",623,2
harry,"You're wrong! The hat sits motionless. Silent. Hearing a GAGGING SOUND, Harry wheels, finds an OLD, DECREPIT BIRD (FAWKES) sitting on a GOLDEN PERCH. It wobbles, then... BURSTS INTO FLAMES. As Dumbledore enters, Harry looks horror- struck.",624,2
harry,"Professor, your bird... I couldn't do anything... He just caught fire.",625,2
albus dumbledore,"About time too. He's been looking dreadful for days. Pity you had to see him on a Burning Day. He's really very handsome most of the time. (off Harry's look) Fawkes is a phoenix, Harry. Phoenixes burst into flame when it is time for them to die and are reborn from the ashes. Harry looks to the floor. The ASHES swirl. A baby Fawkes pokes out his wrinkled head, blinking through the dust.",626,2
albus dumbledore,"Fascinating creatures, phoenixes. They can carry immensely heavy loads, their tears have healing powers, and they make highly faithful pets. Just then, Hagrid -- still clutching the dead rooster -- BURSTS through the door.",627,2
hagrid,"It wasn't Harry, Professor Dumbledore!",628,2
environment,. (2) 77 DUMBLEDORE,629,2
albus dumbledore,Hagrid --,630,2
hagrid,I was talkin' ter 'im jus' before that kid was found. It can't've bin 'im!,631,2
albus dumbledore,Hagrid --,632,2
hagrid,I'll swear ter it in front o' the Ministry o' Magic --,633,2
albus dumbledore,HAGRID! I do not think that Harry has attacked anyone.,634,2
hagrid,"Oh. Right. I'll wait outside then. As Hagrid exits, Harry looks hopefully at Dumbledore.",635,2
harry,"You don't think it was me, Professor?",636,2
albus dumbledore,"No, Harry. But I must ask you... is there anything you'd like to tell me. Anything at all? Dumbledore waits. Harry debates. Finally...",637,2
harry,"No, Professor. Nothing. 78 EXT. HOGWARTS CASTLE - DAY 78 Students drift into the snow with their trunks, heading home for holiday. As Harry, Ron, and Hermione appear, Ernie and few others cast wary glances.",638,2
fred,"Make way for the Heir of Slytherin! Seriously evil wizard coming through! Ron grins, amused, then sees Harry -- anything but.",639,2
environment,. 78 RON,640,2
ron,"Oh, c'mon, Harry. Fred's just having a laugh.",641,2
harry,He's the only one.,642,2
ron,"Okay, so half the school thinks you're nipping off to the Chamber of Secrets every night. Who cares?",643,2
harry,Maybe they're right.,644,2
hermione,(reproachfully) Harry!,645,2
harry,(frustrated) I didn't know I could speak Parseltongue. What else don't I know about myself? Maybe you can do something... even something horrible... and not know you did it.,646,2
hermione,"You don't believe that, Harry, I know you don't. And if it makes you feel better, I just heard Malfoy's staying over for holiday, too.",647,2
ron,Why would that make anyone feel better?,648,2
hermione,"Because, in a few days, the Polyjuice Potion's will be ready. In a few days... we may truly know who is the Heir of Slytherin. 79 INT. GREAT HALL - NIGHT 79 The Christmas Feast. The Hall glimmers grandly as snowflakes tumble from the ceiling. Harry and Ron sit with Hermione.",649,2
environment,A. (A1) 79 HERMIONE,650,2
hermione,Everything's set. We just need a bit of who you're changing into.,651,2
harry,Crabbe and Goyle.,652,2
hermione,And we also need to make sure that the real Crabbe and Goyle can't burst in on us while we're interrogating Malfoy.,653,2
ron,How? Hermione holds up a pair of SMALL CAKES.,654,2
hermione,"I've got it all worked out. I've filled these with a simple Sleeping Draught. Simple, but powerful. Ron glances at Malfoy, Crabbe, and Goyle, who presently are eating everything in front of them.",655,2
hermione,You know how greedy Crabbe and Goyle are. They won't leave the Christmas Feast until every last drop of trifle is gone. (CONTINUED),656,2
environment,. 79,657,2
environment,"HERMIONE (CONT'D) Now, once they're asleep, hide them in a broom cupboard and pull out a few of their hairs.",658,2
ron,And whose hair are you ripping out?,659,2
hermione,I've already got mine. She removes a SMALL VIAL. Inside is a TINY HAIR.,660,2
hermione,Millicent Bulstrode. She's in Slytherin. I got this off her robes. (rising) All right then... I'm going to check on the Polyjuice Potion. Hermione points to the cakes in front of her.,661,2
hermione,Remember. Just make sure Crabbe and Goyle find these. Hermione exits. Ron looks at Harry.,662,2
ron,"Have you ever heard of a plan where so many things could go wrong? 80 INT. ENTRANCE HALL - NIGHT (A BIT LATER) 80 Harry and Ron, lurking behind a SUIT OF ARMOR, watch Crabbe and Goyle exit the Great Hall. Goyle spies the cakes instantly, perched on the end of one of the banisters. Grabbing them, he reluctantly surrenders one to Crabbe and, in unison, they stuff them into their mouths. They pause. Look at each other. And keel flat onto their backs. Harry and Ron dash out, drag Crabbe and Goyle across the floor and into a cupboard. 81 INT. GIRLS' BATHROOM - NIGHT (MOMENTS LATER) 81 Hermione, wearing a Slytherin robe, hovers over a smoking cauldron. Harry and Ron enter.",663,2
environment,A. 81 HERMIONE,664,2
hermione,Did you get it? Harry and Ron hold up their hands. In each a TUFT OF HAIR. Hermione points to a pair of SLYTHERIN ROBES.,665,2
hermione,"I sneaked those out of the laundry. Harry and Ron nod, glance at the cauldron. The potion resembles a thick, dark, bubbling mud.",666,2
environment,77. 81 HERMIONE,667,2
hermione,"I'm sure I've done everything right. It looks like the book said it should. Once we've drunk it, we'll have exactly one hour before we change back into ourselves.",668,2
ron,Now what?,669,2
hermione,We separate it into three glasses and add the hairs. Harry and Ron grimace. CLOSEUP - THE POTION,670,2
environment,"being poured into three glasses. CAMERA PULLS BACK. Harry and Ron have changed into the Slytherin robes. All three raise their glasses. Drop the hairs. The potion turns shades of YELLOW, BROWN, and KHAKI.",671,2
ron,"Ugh. Essence of Crabbe... They nod. DRINK. Ron swallows grimly, doubles over.",672,2
ron,"Think I'm gonna be sick... He runs into a stall. Harry looks sick, steps to a CRACKED MIRROR. Hermione pauses. Looks worried. Something's wrong... INSIDE THE STALL Ron bends over the toilet, watches his reflection morph into Crabbe. IN THE CRACKED MIRROR Harry watches his face contort into the thick features of Goyle. Hermione looks at her arm. Patches of fur begin to spread across her wrist and hand. Terrified, she RUNS into a stall. Ron emerges from his stall, a dead ringer for Crabbe.",673,2
environment,78. (2) 81 RON,674,2
ron,Harry?,675,2
harry,Ron?,676,2
ron,Bloody hell.,677,2
harry,We still sound like ourselves. You need to sound more like Crabbe.,678,2
ron,(adjusts voice) Bloody hell.,679,2
harry,Lower.,680,2
ron,(lower still) Bloody hell.,681,2
harry,Less intelligent.,682,2
ron,(dumbing it down) Bloody hell.,683,2
harry,Excellent.,684,2
ron,Hey... Where's Hermione? HERMIONE (O.S.) (from the stall) I -- I don't think I'm going. You go on without me.,685,2
harry,"Hermione, are you okay? HERMIONE (O.S.) Just go! You're wasting time!",686,2
environment,. 83 EXT. MARBLE STAIRCASE - NIGHT (MOMENTS LATER) 83 Harry and Ron hurry down the staircase.,687,2
