character,statement,line,book
professor lupin,"whoever. it was bound to get out. this time tomorrow, the owls will start arriving. parents will not want a -- someone like me -- teaching their children.",527,3
professor lupin,"has already risked enough on my behalf. besides, people like me, well... let's just say i'm used to this by now. but before i go, tell me about your patrons.",528,3
professor lupin,a stag.,529,3
professor lupin,"your father used to transform into one. that's how he was able to keep me company when i became... sick. he was a great friend james. lupin smiles wanly, lifts his sorry suitcase. then stops.",530,3
professor lupin,mischief managed. harry watches the map go blank. looks back. lupin is gone.,531,3
environment,ron stands amid a circle of excited gryffindors.,532,3
neville,harry! wherever did you get it!,533,3
ron,"quiet! (as they oblige) thank you. let the man through. mystified, harry steps forward, the boys peeling away, clearing his view of the broomstick in ron's hands. the",534,3
harry,whose is that?,535,3
harry,who? but... how?,536,3
harry,"that's a hippogriff feather -- as harry stops short, hermione raises her eyebrow. as they share a secret glance, we...",537,3
environment,"boom! the huge vertical doors burst open and harry, trailed by the others, exits with the firebolt. as he strides off, others join the assembly -- hagrid, malfoy, crabbe, and goyle among them -- curious to see what the commotion is all about.",538,3
seamus,"go on, harry.",539,3
fred,what's wrong?,540,3
george,what's wrong?,540,3
harry,"oh, come on now. it's just a broom.",542,3
harry,the fastest broom in the world. as everyone turns -- whoosh! -- harry jets off and we --,543,3
environment,"a tiny dot, growing larger and larger, races upward. it's harry shooting straight into the blue on the firebolt. a scream grows louder as he approaches. a scream of release, of utter abandon. it's harry screaming. but something else is clear as he jets past and... the screen goes black. it's a scream of joy.",544,3
