,emotion,text
4829,joy,"I felt vvery happy when I was accepted at UNZA for my studies.   
I had not expected this as I had been ill during the exams."
4836,joy,When I won some coins in a small competion.
4843,joy,When I was selected for the university.
4850,joy,"When I got myself the kind of girlfriend I had been hunting for a  
long time."
4857,joy,"When I was selected for higher education, i.e grade 7 to formI."
4864,joy,"When I received a letter from a woman I thought had not ever  
cared for me.  This was when I needed her and I was overjoyed to  
learn that it was me who was delaying things."
4871,joy,"Our only elder sister got married and started having pains in her  
abdomen and she was told that she could not have children. To our  
suprise she had a baby 2 months back."
4878,joy,"I was very happy when my scholarship to continue studying at UNZA  
was approved after it had been cancelled."
4885,joy,When I was with someone I love.
4892,joy,At my sister's wedding.
4899,joy,"When the lady who is now my wife accepted my proposal to be my  
lover and future wife."
4906,joy,"I felt happy when my mother gave birth to a son who is the last  
born in the family."
4913,joy,When I was selected to study here at UNZA.
4920,joy,"I was overwhelmed with joy when I received the acceptance letter  
to UNZA.  This happened again when I passed all my first year  
courses."
4927,joy,"When I qualified for form I.  I was one of the three pupils who  
qualified for form I that year."
4934,joy,When my wife gave birth to a baby boy - my only son to date.
4941,joy,When my brother gave me a watch.
4948,joy,"When I passed the first year and so I could come back for my  
second year."
4955,joy,"I was very happy when I found out that I had passed with flying  
colours and that I had made it to the university."
4962,joy,The first time I really fell in love with a girl.
4969,joy,"When my sister's first child came home, after one week in  
intensive care at the hospital."
4976,joy,When I met my mother after not having seen her for three years.
4983,joy,"For my parents anniversary, we hosted a party and we were very  
happy."
4990,joy,When I accepted Jesus Christ as my personal saviour.  
4997,joy,When I attended my cousin's 31st birthday.
5004,joy,When I got my results ( I had made it to the second year ).
5011,joy,"When my girl told me that she loved me more than any male  
creature on earth and that I would be the only one in her heart  
for all her life.  "
5018,joy,When I learnt that I had been accepted at UNZA.
5025,joy,"When I received the acceptance letter from UNZA.  I had just  
come home from work when my kind sister handed me an enveloppe  
which I opened and was overcome with joy."
5032,joy,"When I was selected to this university despite my having  
studyied in difficulty throughout my secondary school days."
5035,joy,"I felt happy when I learnt that I had qualified for the grade  
eight."
5042,joy,My son passed grade 7 and was accepted for form I.
5049,joy,"When I received the acceptance form for the second year at  
university."
5061,joy,Our basketball team is undefeated in league play (4-0) currently.
5066,joy,"I received a grade above average on a midterm (chemistry) and I  
expected onevery below average."
5073,joy,"Right before I went to a concert with my last boyfriend he told  
me that although he told me he was going to take me to the  
concert, he didn't want to see me anymore. After that we stayed  
overnight and I said ""well, when he leaves me I will be ruined  
for awhile, but for now we're together."" I woke up in his arms  
and it was the happiest moment of my life."
5080,joy,I felt extreme joy the day I was baptized. I was one with God.
5087,joy,Finally being asked by someone to a banquet.
5093,joy,"When I passed the B.A exams and my parents allowed me to carry on  
my studies and do a M.A. , I was very happy."
5100,joy,"When I passed the B.A exams with 1st class.  I was the first in  
the family to have got a 1st class, so all the family members  
were very happy and they gave me the opportunity to study  
further."
5107,joy,"When last year in college I received the award ""Best Student of the Year"",  
  I felt very happy as I got what I had wanted and my wish had  
been fulfilled. 
"
5114,joy,"In 1980 when I was in the 12th standard, we had arranged a small  
picnic in Kandala.  One of my closest friends wrote a small and  
cute poem for me, which expressed the feeling of closeness we had  
for each other.  I was very thrilled and I can still remember it."
5119,joy,"I met my friend and he gave me a wonderful present as it was my  
birthday.  I enjoyed having that present."
5126,joy,When I got the scholarship letter from Australia.
5131,joy,"When my elder sister had a baby girl.  She was the first girl in  
the family after 19 years of baby boys."
5138,joy,"I was very happy when I passed and went to form I.  It was a  
great relief for me as I had been very worried considering the  
large number of pupils who fail."
5145,joy,"After waiting impatiently for the results of the form 5  
examinations for almost a year, at last I received a letter of  
acceptance from the Senate of the university of Zambia telling  
me that I had made it to the first year course at UNZA."
5152,joy,"When I received the first year results as the first year had  
involved a lot of work and I was very pleased when I got the  
results."
5159,joy,"The computer at school had left out my name along with four  
others and I had no rights for one year.  So I was happy to find  
my name on the medical schhol list."
5166,joy,"I had been very weary all week - no letters, no phonecalls, no  
visitors and then my younger sister came with some cheese, a card  
and some pocket money for me; and she told me that she was  
working now."
5173,joy,"When my girl and I decided to get back together after our  
separation."
5180,joy,When I passed successive exams to enter the school of medicine.
5187,joy,"When my elder brother, who had gone abroad to study  for six  
years, came back home safe and in good health."
5194,joy,"When I heard that I had got the best result in school and would  
be definately selected to the university of Zambia."
5201,joy,"When I was accepted into the medical school.  Medicine is a  
profession that I have desired ever since my childhood."
5208,joy,"When I heard that I had been selected fot the first year at the  
university of Zambia.  This was after my form five at Chikola  
secondary school."
5215,joy,When I won the best prize in the National science fair.
5222,joy,"When I heard the examination results and when I recovered after  
having been sick for a week."
5229,joy,When I learnt that I had been accepted at the medical school.
5236,joy,When I was selected to the university of Zambia.
5243,joy,"When I was offered a place in the university as a full time  
student."
5250,joy,When I heard that I had passed the second year exams.
5257,joy,When I qualified for form I.
5264,joy,"When the Cambridge results came out and I obtained a first  
division.  I had been thinking that I had not done very well."
5271,joy,When I passed and qualified for the university.
5278,joy,"A few weeks back I received a Christmas card from a friend in  
England.  She had not written to me in a very long time but it      
showed that she still remembered me."
5284,joy,When I heard that I had been selected for the university.
5291,joy,"When I was with the girl I love very much, for the graduatiion  
ball."
5295,joy,When my parents complimented me very nicely on something.
5302,joy,When I got engaged to a boy of my choice.
5307,joy,When I passed my B.A exams.
5316,joy,Being chosen to do this experiment.
5323,joy,Doing well in the examn.
5330,joy,Getting into this university to do medicine.
5337,joy,Reading a nice book and talking about it to my friend.
5344,joy,Going to a concert.
5351,joy,Good dinner on the National Day.
5358,joy,Watching the Asian Olympic game (China winning).
5365,joy,Got a big fish in fishing.
5372,joy,When my boyfriend and I made up.
5379,joy,"At church camp when I accepted Christ into my life and so did my  
friend."
5382,joy,"During the summer I received grade cards from my TA's. I expected  
a B no better in Computer Science. I looked at the card - I got an  
A - I was ecstatic."
5389,joy,When seeing a friend that I had not seen in a long while.
5396,joy,"Achieving my goal at a swim meet. I worked toward the goal for 9  
yrs. I was capable of achieving it, but I didn't know when."
5403,joy,"It was the weekend of my homecoming. I saw my sister for the  
first time in 3 months. She's my best friend and extremely close."
5409,joy,"I got an A in anatomy - the first one I have ever gotten in a  
science class here."
5416,joy,"Went to a movie with a date, walked on the beach (in Alameda)  
spent some time afterwards in her apt."
5423,joy,I asked someone to go out and she accepted right away.
5430,joy,Finished a difficult midterm.
5437,joy,"Did very, very well on a Physics midterm."
5444,joy,When I won my car. 
5451,joy,"At a party in which I met an interesting female. We enjoyed  
eachothers company, while slow dacing."
5458,joy,"Last year my freshman yr. It was a day in March I did well on  
some tests. I seemed to finally adjust to college, it was hot and  
sunny. I was walking in front of a frat. when I heard Beach Boys  
""Surfin'USA"". I had this overwhelming feeling that to be at CAL  
was good. I still have it somewhat."
5465,joy,Someone (a boy) paid special attention to me.
5472,joy,My last genetices midterm - a decent grade.
5479,joy,"I received an unexpected B+ on an engineering midterm. I did not  
study nearly as much as I should have and it was a difficult  
test."
5486,joy,Finding out my grades at the end of my freshman year.
5493,joy,Going to Chico to visit a friend.
5500,joy,When  fell in love with my present girlfriend.
5507,joy,I got a very good grade on one of my midterms a few weeks ago.
5514,joy,"When I had achieved a goal indirectly. I work for CAL Football  
and our 2nd win of the season was very gratifying and brought  
our joy because of the hard work involved and the fact that no  
one expected we would win."
5521,joy,Getting my accentance letter from CAL. 
5528,joy,"Today I did a lot better on my architecture project than I  
expected."
5535,joy,When I received a letter of acceptance to CAL.
5542,joy,I gave my mom a gift she wanted for years. I raflected her joy.
5549,joy,"When I finally got a job after days of wondering whether I would  
be hired or not and counting on the money that it would bring."
5556,joy,"Yesterday when I received a B on a history midterm. I felt  
overjoyed after having received C's previously."
5563,joy,"When I drove partially across the country with my father. We  
stopped in a few towns and stayed overnight in motels. The joy I  
got was from the feedom I felt and the real beauty of the  
country."
5570,joy,The last time I had sex.
5577,joy,"Reading a letter from a close friend who said he missed me and  
cared for me."
5584,joy,I went home and visited with my family and friends.
5591,joy,"Returning to school and rejoining my girlfriend after 3 months of  
separation from summer."
5598,joy,"My boyfriend and I were getting dressed up and putting make-up  
on to go to a Halloween Party. We were dressing up to be two  
mimes. It was very enjoyable and I thought we looked really good,  
it was an accomplishment. We were alone in his house."
5605,joy,When I found our my mother didn't have cancer.
5612,joy,"Riding home from school after completing two midterms in two  
days, and feeling I did well on them."
5619,joy,When I found out I got accepted to Berkeley.
5626,joy,"On my birthday, my closest friends were here at Berkeley pithched  
in a lot of money each and bought me ten records to replace some  
of my records that were stolen. They threw a small surprise party  
for me too."
5639,joy,"I experienced joy at a friend's 22nd birthday party. We had good  
food, good liquid, good company, good music, and an overall warm  
atmosphere. The birthday girl and I communicate incredibly well.  
I felt very content, warm and inspired just talking with her  
giving her a neck massage."
5646,joy,"My parents and brother came up over the weekend. We are a very  
close family. This was my first year away from home. They brought  
one jacko-lantern with a new design. That is the old joke that  
we have a great new design - it's always the same."
5653,joy,"Football was a very big deal at my high school, so I was joyous  
when my school's team won the conference championship last year."
5660,joy,"I took a math midterm and I knew I did really well and it was  
Friday so I felt great joy because the week was over and I did  
well on a test."
5667,joy,"I had met someone and we became good friends. Our relationship  
grew closer and now he is my boyfriend. I felt joy when I found  
out how he felt about me."
5674,joy,"I spoke with a friend on the phone who I haven't seen in many  
years. It was a joyful event to talk to him."
5681,joy,"My old boyfriend - yes the same one - asked me out. We had a good  
time. Then he asked me out the following week. He actually took  
interest."
5688,joy,When I got accepted to CAL.
5695,joy,"After being depressed because of a very bad relationship, my  
first love called me and told me that he would always care for me  
no matter what I did."
5702,joy,"I spent a lovely relaxing evening with my boyfriend. We played  
games and talked all evening."
5709,joy,"Third highest grade in the class and the best answer given for  
one question (the question was graded by the professor and he  
indicated he liked my answer)."
5716,joy,"After watching the 49ers lose game after game, year after year, I  
was finally rewarded with a Super Bowl victory which made me  
extremely happy."
5723,joy,I felt joy when my boyfriend proposed to me in marriage.
5730,joy,"After much trouble getting together in the first place my  
boyfriend and I celebrated our first anniversary."
5737,joy,"Winning a close volleyball game. (I'm on the intercollegiate team  
at CAL)"
5744,joy,"Getting sent on a company expense trip to another state to work  
for a week at that plan."
5751,joy,"When I finished my C.S. Project I was overjoyed. I felt relieved  
because it was due the next day and I was tired of looking at it."
5758,joy,"A party with no worries (i.e. no tests homework etc.) many  
friends were present and good music."
5765,joy,I realized the girl liked to be with me.
5772,joy,When I passed the B.A exams with first class results.
5779,joy,"My first feeling of falling in love.  Coming across a person who  
made me feel love, happiness, joy, giving me a new and beautiful  
future, who made me dream."
5786,joy,"After my marriage I received the B.Sc results by post, I was very  
happy to learn that I had got very good marks - first class."
5793,joy,When my family allowed me to do higher studies.
5798,joy,"I went for a walk on the beach with a friend whom I had not seen  
for many months.  The weather was very pleasant, we had some  
ice-cream and lots of fun on the beach."
5805,joy,"When I got permission to study at a place which was far away from my  
home."
5810,joy,"When I went for a picnic in Lonavala, I felt full of joy."
5816,joy,"I acted in an English play in college and got the Best Actress  
award, while our play got the first place."
5823,joy,"When I passsed the M.S.C board exams with first class, which I  
had not expected."
5830,joy,I was very happy when I passed the B.A with first class marks.
5837,joy,When I passed the B.A exams with first class results.
5844,joy,"Last year I passed the B.A exams in Psychology in which I stood first  
in my class.  Thus I got the first prize from the college.  I was  
most happy to tell all this to my parents and friends."
5851,joy,"When I got a first class in the twelveth standard exams, I was very  
surprised and happy and I had a very good time with my friends."
5858,joy,"After completing high-school, I wanted to go abroad for a  
holiday.  I had never been abroad before and neither had I taken  
a holiday for a long time.  When finally my parents agreed and we  
got the airplane tickets I was over joyed."
5864,joy,"Day before yesterday my mother bought me a new pair of shoes,  
without my having asked for them.  She told me that when she saw  
the pair of shoes she felt like buying them for me.  I really  
liked the shoes and they made me feel that my mother cares for  
me."
5871,joy,"When my daughter gave her solo dance performance in Poona and  
there was a big applause, I was overjoyed."
5878,joy,When I got married.
5885,joy,"The day I got married was the happiest day of my life.  Both of  
us felt that we were right for each other in every way and we had  
no doubts about our compatibility right from the day we got  
engaged."
5890,joy,"When I succeeded in achieving a scholarship for which I had  
strived hard during a period of financial, personal and physical  
stress."
5897,joy,"[ I feel a sense of joy whenever I complete a piece of writing  
which is part of my work.  Intense reading also brings me joy.  I  
also feel happy when I reminiscent about them.]"
5904,joy,"When I got the scholarship I was very happy as the finacial  
burden of the family was reduced."
5911,joy,When I was selected at TISS X.
5918,joy,"At the pre-university, I was appreciated as an examplary  
student by our pricipal.  This is something which made me feel  
very happy."
5923,joy,"The day I got a letter from the U.G.C informing me that I had  
been awarded the junior research fellowship."
5930,joy,"[ When I have achieved what I wanted to achieve, I feel the above  
stated emotion. Also when I am sucessful.]"
5937,joy,"When I stood first in the B.A exams.  Earlier I had heard of  
these boys and girls who were toppers, but when I first heard of  
me having topped I could not believe it."
5944,joy,"When the results of the part I exams came out I felt tremendous  
joy in my heart.  The results came out after a long period of  
worry and anxiety, so it gave me endless relief and joy."
5953,joy,"The day I was happiest was the day when I received a phone call  
from Eve's Weekly to inform me that I had won the first prize of  
the All India Essay competition.  I had won this prize when I was  
an under-graduate when even post graduates had participated.  I  
had been judged by eminent judges and political scientists."
5959,joy,"This happened when it was finally confirmed that I had stood  
first in the university for the M.A exams.  A few days before the  
official results were declared a clerk had brought the results  
unofficially.  So I had been expecting the results but the  
confirmation allowed me to legitimately feel happy at my  
success.  
"
5966,joy,"Inter-national sports events won by my favourite national team or  
player brings me joy, e.g when India won the World cup cricket  
match."
5971,joy,"When India won the Prudential cup by beating West-Indies in the  
final match and became the world cricket champion.  West-Indies  
was the strongest of the eight countries which participated in  
the competition."
5978,joy,"I felt happy at the settlement of our marriage, even though we  
are from different socio-linguistic backgrounds our parents  
agreed to the wedding without any conflict or discussion.  We had   
thought that they would object to the wedding but it did not happen. "
5985,joy,"When I was a student at the Institute doing my M.Phil degree, one  
of my professors called me before the convocation and told me  
""You have got the gold-medal (first rank) in the university and  
tomorrow you will be on T.V""."
5992,joy,[ I am joyfull to be alive every night.]
5999,joy,"My joy knew no bounds when I was selected for a job even before  
having finished my studies."
6006,joy,When India first won the world cup cricket tournament.
6011,joy,"I felt happy at the end of a 10 day student camp.  We had shared  
our hopes and aspirations and in the open situation so generated, we  
had made strong frienships and experienced our own worth as well.  
 "
6018,joy,"This is one feeling I never betray, but I must confess that the  
last time I slighty felt happy was when I passed my M.A with a  
high rank.  This was a few years ago when my friend told me about  
the result."
6025,joy,When I got my B.Sc degree with first class.
6032,joy,"This happened when I was in the 10th standard.  The paddy crops  
were in a bad shape as it had not rained and there was no water  
in the well, so I was in a very sad mood.  I came to the  
conclusion that I would ignore the paddy field, just 12 hours  
after this it rained for one hour.  This was a very tense time  
and the rain brought me tremendous pleasure."
6039,joy,"After my graduation exams I was waiting to get admitted to a post  
graduation course, however the situation was not very favourable  
for me and I was upset.  Suddenly, Bombay university offered me a  
seat and I landed up in Bombay for my post graduation studies.   
This happened last year and was very pleasant for me."
6042,joy,When I got my B.A degree with first class.
6049,joy,When I passed the 12th standard board exams.
6055,joy,"After having finished my B.Sc, I was struggling hard to continue  
my studies and had taken the M.SC exam.  I was not sure that I  
would be selected in the written exam.  When I saw my name in the  
selected candidates list I was overjoyed."
6062,joy,"I was doing an experiment and was not getting the appropriate  
result despite the fact that I had repeated the procedure 4-5  
times.  Then finally I got it right by a stroke of luck."
6067,joy,When I realized that I loved someone of the opposite sex.
6073,joy,"The way this particular girl spoke, behaved, and reacted the  
first time I was introduced to her, I felt certain that something  
between us would materialize."
6075,joy,"I most joyous moment was the day I got my marks.  I was very  
happy when I came to know about my marks at the M.Sc (part I)  
examination where I got 71.5%.  This was the highest marks I have  
ever scored in my life."
6077,joy,"When my brother was selected to the University of Malawi (the  
Polythecnic). I was very excited and I rejoiced due to one of our  
family members qualifying for University level at long last."
6084,joy,"After sitting for the Standard 8 Exams for the second time in  
1979, I had great joy when I heard that I was successful in the  
Examination when the results were out."
6091,joy,"I was emotionally happy when I was in love with the girl I had  
longed for."
6104,joy,"When I passed my Primary school leaving certificate and selected  
to go to a Boarding secondary school."
6112,joy,Saw on TV China winning the gold medals.
6119,joy,Made a wonderfull new friend.
6126,joy,"When you told everyone in the last lecture you will do all  
lectures again in English and everybody can come (not only  
English classes)"
6133,joy,Winning a game after a long time of losing.
6140,joy,Being chosen to do your experiment with aphasia.
6147,joy,I got better marks in the examn than many arrogant people.
6159,joy,"When I got my first unknown compound while doing my M.Sc  
research, I was very happy.  This is because my research was based  
on this type of reactions and compounds."
6165,joy,"This happened a year when I was having a hard time, I got  
admission to do research despite obstacles in the procedure of admission."
6172,joy,When I got the first compound through column.
6179,joy,"It was about a fortnight ago, I was declared successful in the  
U.G.C exam this year (only four in Bombay succeeded).  My joy  
knew no bounds."
6183,joy,"When I got admission in M.Sc (I) Organic Chemistry, I was very  
happy."
6190,joy,When I passed the TOEFEL with very good marks.
6197,joy,"The moment I got the news that I had been selected for the U.G.C  
junior national research fellowship.  It was a dream come true."
6204,joy,"I have a girlfriend, who is almost like a daughter to me.  She is  
studying out of station and I get to see her only once a year.   
Her arrival is always a joyous one."
6209,joy,When I was successful at my work I was full of joy.
6214,joy,"When I received the best actor award at the inter-college drama  
competition.  It gave me tremendous joy and satisfaction which  
lasted for several days."
6218,joy,"I felt this emotion when my name was announced on the radio that  
I had been selected to come to Lilongwe School for Health  
Sciences to take a training course as a Medical Assistat."
6225,joy,"When I was at school, no one thought I could pass my MCE so at  
the end of the year my name was announced on the radio that I had  
passed. I was the happiest person."
6232,joy,When I was accepted to study at this school I was very happy.
6239,joy,"It was in December last year that I was chosen to come to this  
Institution to study as a Medical Assistant."
6246,joy,"There was joy in me when I heard that I was to take a course as a  
Medical Assistant."
6253,joy,"When I was in Form 4, at Secondary School, I was elected as a  
school Library Assistant and also the leader of Catholic  
Students, so I felt very joyous."
6260,joy,"The joy came to me when I heard that I was going to start a  
Medical course at the Lilongwe School for Health Sciences."
6267,joy,"When I was told that I was selected to attend Medical Assistant  
Training."
6274,joy,"When my father married a certain lady. The reception was held at  
Kasungu town Hall."
6281,joy,"My girlfriend who had been very far away from me came to my  
place. She saw me and ran after me. I didn't know that she had  
come. I couldn't see her. She held my shoulders standing behind  
me."
6288,joy,"This happened when I was selected to go to Secondary school to  
start Form I in October 1980."
6295,joy,"I felt joy when I passed my Malawi School Certificate of  
Education."
6302,joy,When I married my wife and took her home for the first time.
6309,joy,"My friend took me to Civo Stadium to watch and listen to the  
music of the International singer Sam Mangwana. I had no hope of  
going there since I had no money so he gave me the money for  
admission."
6316,joy,The joy came when I first proposed a girl at Secondary School.
6323,joy,"My sister gave birth to twins, healthy ones."
6329,joy,"This emotion happened when I passed my primary school examination  
and was selected for Secondary School."
6336,joy,"It was August 30th when I heard on the radio that I passed my  
M.C.E. exams and I was really happy and joyous because of the  
event."
6343,joy,"It was when I was allowed to take my wife away from her parents  
after being refused for three times on grounds that she should  
first write her examination."
6350,joy,"This came in when at one time I met a girl who I didn't expect to  
fall in love with me. Fortunately I tried my luck and she accepted  
my proposal. At the same time she was giving me a lot of money  
which was just like a miracle to me."
6356,joy,"That was soon after the results of the interview which nearly  
9,000 people attended in all the three regions of Malawi. My joy  
came after hearing on the radio that I was one of the people  
selected to undergo the Medical Assistant training at the  
L.S.H.S."
6363,joy,"It was when I was selected to go to a Secondary school to start  
form I."
6370,joy,"Time had struck 8 o'clock when I heard from the radio that I had  
been selected to Robert Blake Secondary School for Form I. I was  
very happy for the selection. My parents and I were very happy  
and full of joy."
6377,joy,"When I heard that I had passed Primary School Leaving Certificate  
and was selected to go for Secondary education."
6384,joy,"I met my girlfriend on the way and she joyfully welcomed me on  
the way home."
6391,joy,"I felt happy when I saw my brother at the bus depot after 3  
months without seing each other."
6398,joy,"On December the 28th I was filled with Joy when I was told by my  
bosses that I had been selected to attend a course at the  
Lilongwe School for Health Scienced in Lilongwe."
6405,joy,"I felt joy when I heard over the radio that I had been successful  
in my Primary School Leaving Certificate Examination and was  
selected for Secondary School."
6412,joy,When I had an anticipatory honey-moon with my fiancTe.
6419,joy,"When I heard my name being announced on the radio that I had been  
successful in an interview for admittance for a medical Assistant  
training course. I was really happy and I enjoyed myself by  
dancing to music from the Radio cassette."
6426,joy,"When I was selected to start Form I at Chilumba Secondary School  
out of the 100 pupils I was among the 4 who were successful.  
Family History showed that I had done better than all my brothers  
who had passed after repeating for several times."
6433,joy,"I passed my MCE Examination. at first I was worried but when I  
heard my name I had joy in my heart and I arranged for a trip to  
attend a wedding ceremony."
6440,joy,"I met a certain lady at Mchesi and I proposed a word of love to  
her and at the same time she accepted my proposal."
6447,joy,Passing a very difficult examination which I didn't expect - MCE.
6454,joy,When I was selected to a University College of Nursing.
6461,joy,"I felt joy when I heard my name being called on the radio as one  
of the students who had passed the interview of Nursing and was  
selected to start Nursing."
6468,joy,When I passed my MSCE Exams and was selected to go to college.
6475,joy,When I was selected to come here.
6482,joy,"When the church choir came one Sunday after being away for some  
weeks."
6488,joy,When I had my first boyfriend.
6495,joy,"I was filled with joy when I heard that I had been selected for a  
University course."
6502,joy,"I wrote a difficult Exam at one time while in my Secodary School.  
When the results were announced on the radio, I came second out  
of 80 students hence I felt joy."
6509,joy,When I received a beautiful birthday gift form my parents.
6516,joy,"I had stayed for months without seeing mother because our  
holidays were short and my home is far. Some times, mother came to  
see me at school, I was very joyful, and I didn't want her to go."
6523,joy,"I had an interview for entry into college. The results were to be  
announced on radio. After a long period of waiting the results  
were released. I had succeded - tension was relieved by joy."
6530,joy,"I was given a gift by my sister. There were many pleasant things  
in this parcel."
6537,joy,"The day I was told that I had passed my Malawi School leaving  
Exams and I was selected to go to college."
6544,joy,When I had passed MCE examinations.
6551,joy,"I was filled with joy when I heard that I had been selected to  
come here at Kamuzu College of Nursing."
6558,joy,"The time I learnt that I had passed my Malawi School leaving  
Certificate Examinations."
6565,joy,A boy I had been admiring so much asked me to go out with him.
6572,joy,"When I passed standard 8 exams I jumped, rolled over the ground."
6579,joy,The time I first saw my cousin who is living in Tanzania.
6582,joy,"I was filled with joy when I heard that I had passed my Secondary  
school leaving certificate exam."
6589,joy,"When my boyfriend came form Rumphi to Lilongwe for a visit I was  
very happy to see him and couldn't believe it was him with me."
6596,joy,"When I heard that I had passed my end of first year exams and I  
was ready to enter 2nd year because I felt I had failed as they were  
very hard."
6603,joy,When I was selected to start Form I at Malosa Secondary school.
6610,joy,"I was very joyful when I heard that I had passed the standard 8  
exams. The day I heard the news was the day I celebrated my  
birthday."
6617,joy,"When I heard that I had passed my MCE Exam, I spent the whole  
day dancing and eating sugarcanes from our garden."
6624,joy,"It was in 1983 September when MCE results were being announced on  
the radio. When I heard my name that I had done well I just kept  
quiet. I was so happy that I couldn't even talk."
6631,joy,"I was joyful when I received a present (2 books and a pencil)  
from the headmaster in standard 6 because I had passed, I became  
No 1 and he said I was one of the pupils who had good behaviour."
6638,joy,"I was happy to hear that my sister had won a prize at running  
competition."
6645,joy,When my brother bought me a nice pair of shoes from South Africa.
6652,joy,"After passing my Malawi Certificate of Education Exam and being  
selected to Kamuzu College of Nursing."
6659,joy,"The time when my sister had her first baby I was so happy and  
joyous because she stayed for two days after marriage before she  
had a child."
6666,joy,"I felt joyful when I heard that I had been selected for College  
education."
6673,joy,"I received money from my father at a time when I was completely  
broken."
6680,joy,"I was selected to come here (University, College) when I was least  
expecting it."
6687,joy,Accepted by the college football team.
6694,joy,Article published in the college newspaper.
6701,joy,"Found money on the road and returned it to the owner through  
police."
6708,joy,Helping in the nursery school.
6715,joy,Got a present from my friend for my birthday.
6722,joy,"Coming to this lecture and listen to you talking about feelings,  
I am so happy that foreigners have the same feelings as Chinese."
6729,joy,Discussing psychology with my friends before the lecture.
6736,joy,You told me psychology can help people to be happier.
6743,joy,My parents came to visit me.
6750,joy,My friend told me he really likes me.
6757,joy,I met a friend I had not seen for a long time on the street.
6764,joy,Scoared a goal in a football match.
6771,joy,My class winning against another class in a football match.
6777,joy,"Being miserable in a party when other people are friendly and  
happy."
6778,joy,Meeting an old friend from high school.
6785,joy,My old friend visited me in the university.
6792,joy,Scoring a goal in football match.
6806,joy,"Joining in a research group studying consumer's behaviour and  
helping the people in the shop with the sales."
6812,joy,China winning the Asian Olympic.
6819,joy,Being together with my best friend.
6826,joy,My best friend chosen for your English lectures.
6837,joy,Receiving a letter from a boy I care.
6844,joy,Finding out that I can go to your English lectures.
6849,joy,Watching TV about china is behind in winning gold medals.
6851,joy,Getting into this university.
6858,joy,Getting into this university to do medicine.
6865,joy,Aticle published.
6866,joy,Earth crake.
6872,joy,China winning the Asian Olympic games.
6879,joy,When I found out that I can travel with my best friend.
6886,joy,Finding out that I am not ill (not seriously).
6893,joy,First public speaking.
6899,joy,Falling in love.
6906,joy,Doing unexpectedly well in an examn.
6907,joy,Before the examn.
6913,joy,Talking to a close friend.
6920,joy,"Found out that me and my best friend are both chosen for the  
English lectures."
6927,joy,Talking to a close friend.
6934,joy,My father promoted to be a professor.
6941,joy,"Found out that the girl I love loves me, too."
6948,joy,China winning the Asian Olympic games (TV).
6955,joy,Hear a very nice joke made by a friend.
6962,joy,Found my name on the list of attending the English lectures.
6963,joy,Doing anatomy alone for the first time.
6969,joy,"Did well in an examn just before my father's birthday: the best  
present I can give to my father."
6976,joy,Had a nice letter from my close friend.
6983,joy,Relatives visiting me.
6990,joy,Finding out I was chosen for the English lectures.
6997,joy,Found out my wife is pregnant.
6998,joy,My boat running into another boat.
7004,joy,Receiving a nice present from my parents.
7011,joy,Article published.
7018,joy,"Finding out I am chosen to collect norms for Chinese aphasia (I  
will contribute to China's catching up with the West in  
neuropsychology)."
7025,joy,Going to a concert.
7032,joy,Talking to my close friend.
7039,joy,Finding out that the person I love understands me.
7046,joy,Hear my name on the list attending the English lectures.
7053,joy,Having a good trip on a boat with good friends.
7060,joy,Going to see a good film with my best friend.
7067,joy,Being elected as class leader.
7074,joy,Getting into this university to do medicine.
7081,joy,Success in university entrance examination.
7088,joy,Doing well in an examn.
7095,joy,Had a letter from my father (usually he does not write to me).
7102,joy,Finding out my name on the list for English lectures.
7109,joy,Made a wonderful driend who understands me.
7116,joy,Watching China winning the Asian Olympic games.
7120,joy,Talking with a nice girl.
7127,joy,Getting a letter from a friend who did not write for a long time.
7134,joy,Being asked to go out by someone I care. 
7141,joy,"I went on a picnic to the country side park.  The beautiful  
scenary made me feel relaxed and every worry disappeared , thus  
the picnic was worthwhile."
7148,joy,"I preached to a F.3 students in a gospel camp.  They thus knew  
more about God and made up their minds to believe in Jesus."
7155,joy,When I attended the concert of a pop singer.
7162,joy,When I had a good result in the certificate examination.
7169,joy,Yesterday my friend gave me a gift and had dinner with me.
7176,joy,When my application for studying the masters degree was accepted. 
7183,joy,"When I first heard ""I like you !"" from my boyfriend."
7190,joy,"When I read the newspaper that morning I found my candidature  
number on the admission list of the Chinese university.  I was  
satisfied and happy and the cumulative anxiety disappeared.  I  
only wanted to cry out that I had succeeded."
7197,joy,"When I learnt that I could do further studies at the Chinese  
university."
7204,joy,I was accepted by the Chinese university.
7218,joy,"I had a very close friend who went to Canada after her F.B, his   
departure was unavoidable.  When he came back during the Summer  
holidays I was very happy as nothing had changed between us."
7225,joy,When I could study at university.
7232,joy,"My friend had organized a birthday party for me secretly, I was  
very happy not so much for the presents but because they seemed  
to care for me."
7239,joy,"I finished my homework, an important task."
7246,joy,"I am happpy when I get good results in the field of academics or  
athletics.  "
7253,joy,"The day the results of the university entrance exam was  
published, I found my canditate number and I was very excited."
7259,joy,When I learnt that I had been admitted to the university.
7266,joy,"Talkiing about the past happy hours with two friends at night in  
a camp a few months ago.  We shared our feelings, notions and  
every hidden anxiety.  I thought that they cared for me and I  
was very happy and satified."
