,emotion,text
4650,sadness,"One Saturday morning I had got ready to go out swimming with my  
friends.  Unfortunately the weather did not permit it, so we  
stayed indoors."
4657,sadness,"When I realized that I did not have the basic things needed by a  
student like me."
4664,sadness,"That afternoon I received two messages informing me, one that my  
brother was in a coma in the U.T.H suffering (kidney disease) and  
two, that my uncle met with an accident on his way to the hospital  
 to see my brother."
4671,sadness,When my uncle died.
4678,sadness,"It was the time I went home for my holidays only to find that my  
sister had passed away.  The news had been hidden from me, so  
that I could take my exams."
4685,sadness,When my beloved grandfather died.
4692,sadness,"I experienced this when my maternal grandmother passed away.  She  
was the last of my grand parents to pass away."
4699,sadness,"When my wife died in hospital, she was pregnant and had undergone  
an operation."
4706,sadness,"I saw a dead child which was not covered, it had been knocked  
down by a car."
4713,sadness,"When my close friend was involved in an accident and passed away  
instantly.  He had gone to buy a new car and had asked me to  
wait at his home so that I could see his new car."
4720,sadness,"My brother came to tell me about some problems we had in the   
family.  I felt sad because I thought that if my mother had not  
gone away when this brother was younger, things would have been  
different."
4727,sadness,When my aunt passed away in early 1982.
4734,sadness,"When my family and I heard of the death of my grandfather.  We had  
 seen him a few weeks earlier and it seemed that he had just been  
waiting to see us."
4741,sadness,"My elder sister scolded me in front of my younger sisters and  
cousins.  She said that I was very lazy and I felt so sad that I  
cried myself to sleep."
4748,sadness,"I lost my grandfather whom I loved very much.  I had not known  
that he had been ill for a very time, when I received this  
message he was already dead."
4755,sadness,I was very sad at hearing that my grandfather had passed away.
4762,sadness,When my father passed away.
4769,sadness,"When one of my best friends commited siucide during these  
holidays."
4776,sadness,"When my friends died one after the other.  The first died in a  
car accident and the second one recently, due to an illness."
4783,sadness,The day my teacher of Latin and French died.
4790,sadness,"I remember that when my mother died the day was sad and every  
time I think of it I am saddened by the loss of my mother."
4797,sadness,When I learnt of the death of a friend.
4804,sadness,When I lost my father in a car accident.
4811,sadness,"When my little brother passed away mysteriously, at least from  
what I was told about it."
4818,sadness,"When my cousin passed away unexpectedly and tragically (a  
murder)."
4825,sadness,When my grandfather died.
4832,sadness,"When my sister died, she was only sixteen when she was put to  
rest."
4839,sadness,"This morning during my sleep I had a feeling that someboby was  
attacking me.  I started crying in my sleep and then my room-mate  
woke me up."
4846,sadness,When my grandmother passed away.
4853,sadness,"The time I lost a badminton match, that I should have won at the  
Zambia closed badminton championships."
4860,sadness,"When my mother and father separated (it was a brief separation  
and they are together now)."
4867,sadness,"I did not like it when a little girl was crying for her dead  
mother and was calling her by her name.  I was sad."
4874,sadness,"I dreamt of my father's death while I was at secondary school.  I  
was screaming at the top of my voice and was woken up by my  
friend.  That day I was really sad."
4881,sadness,"When my cousin passed away during the holidays at home.  He fell  
ill at night and the next day he died in the evening."
4888,sadness,When my dad passed away.
4895,sadness,"When I failed one of my courses at school - the university of  
Zambia."
4902,sadness,"The death of my guardian with whom I had stayed when I did my  
grade six."
4909,sadness,"I felt very sad when a friend of mine failed the final exam and  
she could not be accepted at the institution of learning."
4916,sadness,When I heard of the death of my mother.
4923,sadness,"Last academic year I received bad news - my grand-uncle had  
passed away.  I felt lonely and bad because apart from the          
biological ties, he was a good old friend of mine at home."
4930,sadness,"When I lost my grandmother.  She had been my guardian after the  
death of my father."
4937,sadness,When my elder brother died.
4944,sadness,When the girl I loved turned me down.
4951,sadness,"When my grandmother passed away.  We had been waiting for it as  
she had been sick for years, but when it happened I found it hard  
to accept."
4958,sadness,The passing away of my mum.
4965,sadness,"When my mum's brother passed away after having been involved in a  
car accident.   He was bringing me a present as I had passed my  
form five exams with flying colours."
4972,sadness,"My sister lost one of her twin sons (my first nephews) and then  
the older one died a week later."
4979,sadness,"My father resigned from work, and soon after this his elder brother  
died.  The next day my granny died (my mother's mother).  My dad  
remains the only living member of his family."
4986,sadness,A break-up with someone I really liked.
4993,sadness,When I heard the news of my grandfather's sudden death.
5000,sadness,"When I received my results and found out that I could not go to a  
school of my choice."
5007,sadness,When my grandfather died.
5014,sadness,"When someone I love told me that she did not love me anymore and  
that she wanted all the snaps that she had given me in exchange  
for the ones I had given her."
5021,sadness,"When I received the news that my in-laws had passed away.  I  
depended heavily on them for their guidance and the running of  
their daughter's buisness."
5028,sadness,"My elder sister whom I love very much was leaving for the           
West Indies for two years and I was staying behind."
5038,sadness,"When I learnt that my brother-in-law had been poisoned by his  
friends and that he was dead."
5045,sadness,When I got a message that my child was not feeling well.
5052,sadness,"I was sad at the expulsion of some of my comrades during the UNZA  
demonstrations."
5057,sadness,"The same as for SHAME and DISGUST. I was asked to resign my  
sorority which I did because I was ashamed."
5064,sadness,"When I felt powerless to help the poor or when I don't know how  
to."
5069,sadness,"I did not do as well as I expected on a chemistry exam. I  
received a score below the average and I thought I had done very  
well."
5076,sadness,"I was watching a sunset after my latest boyfriend left me and I  
realized that we would never watch sunsets again, probaly never  
see eachother again and none of it mattered."
5083,sadness,"I last really felt sad when I left home for I was leaving all my  
long time, pre-kindergarten relationships behind."
5089,sadness,"When I took the B.A exams,I was expecting a 1st class even though  
I had not done very well. When the results came out I felt sad as  
I had missed the 1st class by 12 marks."
5096,sadness,When my aunt died.
5103,sadness,"[ When family mmembers or friends blame me for something I am not  
responsible for.  I feel very sad as it was not my fault.]"
5110,sadness,[ When friends and colleagues talk bad about me.]
5117,sadness,"Once my friend and I got into into a hot discussion on a very  
controversial topic.  At one point of the argument I disagreed  
with her totally and I took what she was saying as an insult.  So  
I couter-argued and unknowingly hurt her emotionally, I felt very  
sad about this."
5122,sadness,"I tried my level best to care for my client, I took an  
appointment with a doctor and before meeting the doctor he  
expired - a poor small boy from Uttar Pradesh."
5129,sadness,When my brother's visa for the U.S.A got cancelled.
5134,sadness,"When I received the news that my beloved grandmother had died.  I  
was at the boarding school and was only 13 years old."
5141,sadness,"When a close friend of mine who was with me in first year could  
not make it to the second year."
5148,sadness,When I got to know that my father had passed away.
5155,sadness,"When I heard the news that my brother had passed away.  It was  
the first time that I lost a brother."
5162,sadness,I remember being sad whe my aunt's child died (2 days old).
5169,sadness,"My younger brother and sister were involved in an accident on  
their way back from school and my brother was quite badly hurt."
5176,sadness,"When my girl went away for a holiday without saying good-bye to  
me."
5183,sadness,"When my girlfriend was afraid and anxious the day before taking  
her exam."
5190,sadness,"When I went to see the dead body of my uncle.  This was a very  
dramatic expreience as it was the first time that I entered a  
mortuary."
5197,sadness,"When I realized that I was in hospital after a car accident and  
that I had a scleral tear in my left eye."
5204,sadness,"When I realized the burden it was for my mother to look after all  
of us, all by herself."
5211,sadness,"When I heard that my father had been involved in a car accident  
in Lusaka.  This happened when he had gone to get the car which  
had been stolen in Lusaka."
5218,sadness,When my grandmother died - having to see my mother weep.
5225,sadness,When my father passed away.
5232,sadness,When my grandmother passed away.
5239,sadness,When my beloved uncle was shot dead by relatives.
5246,sadness,"When my father was imprisoned for burning the house of his  
younger brother."
5253,sadness,"When a close friend of mine collapsed and passed away and the  
illness was not known."
5260,sadness,When my grandfather died.
5267,sadness,When my brother (5th in the family) passed away.
5274,sadness,"When my parents separated temporarily and I was left behind with  
my father.  As I loved my mother I wanted to go with her."
5281,sadness,"A friend of mine got pregnant anf failed the first year at  
university.  The boyfriend refused his responsibility and they  
ended up in court."
5287,sadness,When I first suffered from syphilis.
5294,sadness,"When one of my closest friends failed to make it to the third  
year of university."
5298,sadness,"I wanted something in particular and did not get it, also there  
was no possibility of getting it."
5305,sadness,When my grandfather died.
5310,sadness,When I left my part-time job.
5319,sadness,I like someone who does not like me and was rude to me.
5326,sadness,Could not get into the university I wanted to get in.
5333,sadness,My best friend could not get into university.
5340,sadness,Saying goodbye to a friend.
5347,sadness,A child beaten up by his mother.
5354,sadness,You ignored the fact that we could not hear you at the back.
5361,sadness,"China can not even give you good sound systems for an open  
lecture."
5368,sadness,A father of 4 children killed in an accident.
5375,sadness,"When my boyfriend almost had a relationship with a close friend  
of mine."
5385,sadness,After receiving the grade on the paper mentioned in FEAR.
5392,sadness,"When my grandmother after staying with us for awhile went back  
home."
5399,sadness,"Losing my job that I had for 4 summers. I took it personally and  
cried for 6 hours off and on. I wanted to hide away and did for a  
few days."
5406,sadness,"I spent a weekend in San Diego visiting my boyfriend Rob. We were  
at the airport and my plane was just about so leave. After saying  
goodbye, I boarded the plane. It was the hardest thing to do and  
it was a sad trip home."
5412,sadness,"Saying goodbye at the airport to my boyfriend who has to go to  
school back East. We are very close and have been together 4  
years."
5419,sadness,"The girl I was seeing didn't want to have a serious relationship.  
"
5426,sadness,"When I was trying for a girl who I really liked and cared for and  
thought she felt the same way too. But she didn't like the idea  
and just wanted to stay friends."
5433,sadness,My grandmother died during Christmas break several years ago.
5440,sadness,"Death of a pet rabbit. We had to give it away because my brother  
became allergic to it. We gave it to a man who kept animals and  
lots of other animals for children to watch. We went to visit our  
rabbit. It was badly beaten by the other rabbits and eventually  
died."
5447,sadness,When I heard the news that my grandfather had died.
5454,sadness,"When I found out that I could not go to the concert (after buying  
the tickets) because of a biology test which occurred the morning  
after."
5461,sadness,"When I was a Sr. in HS. one of the class counselors died of  
hepatitis. She was very sensitive. She knew my shyness and drew  
me out to improve myself image. I missed her funeral - so I could  
not publically grieve. My parents didn't understand."
5468,sadness,My friend who was in the Bago was kicked out of the sorority.
5475,sadness,A close friend of the family died.
5482,sadness,"My grandmother died over the summer. I knew her very well, she  
baked great biscuits. She was in the hospital but expected to  
improve and go home soon. She died in her sleep."
5489,sadness,"When I found out that my girlfriend would not be coming back to  
UCB for one semester, but would be living in San Jose."
5496,sadness,My roommate's sister committed suicide.
5503,sadness,When my grandmother passed away.
5510,sadness,I was told that a friend of a friend committed suicide.
5517,sadness,"When a pet died. The pet was the closest friend I had for 15  
years."
5524,sadness,"At the end of my senior yr. in high school I found out that a  
friend of mine I knew had cancer had been diagnosed as terminally  
ill."
5531,sadness,"This monday I took a Math 1BS test and flunked for the second  
time."
5538,sadness,When my mother was very sick and almost died.
5545,sadness,"At one point in a relationship, my boyfriend was seeing an old  
flame more than me. At our confrontation tears were shed."
5552,sadness,"When my boyfriend said he did not want to see me anymore (which  
turned out to be untrue)."
5559,sadness,"When another fellow worker decided to leave the company. We had  
been very close and we would not be able to work with eachother  
any longer."
5566,sadness,"4 years ago my family decided to move from New York to  
California. From the time we decided to move until the time we  
left, I realized how much my friends cared for me. When we left  
and for a long time after that I was very sad."
5573,sadness,"Hearing about a friend back home that had to have his stomach  
pumped because he had overdosed on pills."
5580,sadness,Leaving high school.
5587,sadness,I asked a girl out on a date and she said no.
5594,sadness,"Finding out that my grandfather had died. He lived in England and  
I had not seen him for 10 years."
5601,sadness,"We got news that my (almost) 21 years old brother died while  
visiting Europe of a cerebral hemorhage. It finally hit me an  
hour after we saw his corpse in the coffin. It felt like a door  
between himself and everything had closed and locked forever."
5608,sadness,"When I did bad on a chamistry midterm which I could have done  
well."
5615,sadness,Day time robbery of our house.
5622,sadness,I felt sadness when my grandfather died.
5629,sadness,"My girlfriend wanted to breakup for an indefinite amt. of time.  
She said that she couldn't commit herself fully to the  
relationship without going out with other people. I was her first  
boyfriend."
5635,sadness,"Losing a pet chick. Our family had just put the chick outside a  
few days before and then one morning it was gone."
5642,sadness,My grandfather died thirteen years ago.
5649,sadness,"I received a letter from my grandmother. She has obviusly  
suffered a lot from my grandfather's suffering health. She  
mentioned things she had gotten him and he would never use."
5656,sadness,"It made me very sad to hear that some construction company was  
going to build houses on the beautiful hills by my house."
5663,sadness,"I ran a race for the CAL track team and I did terribly and then  
the coach said that I should sit out for the season. I felt  
really sad because I wasn't going to be able to run. It was  
something I always had done and now I couldn't do it anymore."
5670,sadness,"One of my relatives became seriously ill. I felt sad because I  
didn't know if she will ever be the same again."
5677,sadness,"Recently, my sister-in-law's horse was poisoned by a plant and  
died. The horse was very obedient and exceptional with children."
5684,sadness,"My nephew's mother just left one day (my brother and she were  
not married). My nephew, Anthony, was shaken. I was sad for him  
because a similar situation happened to me."
5691,sadness,"I was going to go on a vacation to Texas this summer but was  
unable to go because of registration."
5698,sadness,"My mother kicked my surrogate father out and he in turn did not  
care for the dog, Afthur, he bought for the family. His lack of  
concern lead tho Arthur's death on the freeway. I loved Arthur  
like a brother. He was easy to talk to."
5705,sadness,When I heard my grandfather's wife had leukemia I was very sad.
5712,sadness,"Recent break-up with my girlfriend. We had been together for over  
a year. I was overseas and discovered over the phone (while I was  
at work)."
5719,sadness,"When I learned that my dad had cancer. I knew he was going to the  
hospital for some tests. My mom told me when she picked me up one  
weekend from CAL to take me home."
5726,sadness,I felt sad when my boyfriend and I were apart for some time.
5733,sadness,"Since I moved into the dorms and I've been spending most of my  
free time with my boyfriend. I hardly see my old high school  
friends. I had several bad incidents with my 2 past best friends."
5740,sadness,When a close friend drowned in the American River.
5747,sadness,Death of my father.
5754,sadness,"After my little sister's Graduation from High School my  
grandmother became very sick. She passed away a few months later."
5761,sadness,"After blowing up and saying all the wrong things, I realized what  
I had done and hurt that person and myself."
5768,sadness,When I heard my sister got in a bad car accident.
5775,sadness,When my sister left home to go and live with her husband.
5782,sadness,"When I came to know that my feelings for someone were not  
reciprocated."
5789,sadness,"I was very sad when I could not take the M.A (I) exams due to  
illness, and a relative of mine disheartened me about it."
5796,sadness,[ When my elders do not understand me in the right way.]
5801,sadness,"A close friend of mine was to get married in a weeks time when  
her father died of a heart-attack.  I knew him well and felt bad  
on hearing of his death."
5808,sadness,[ I feel sad when somebody is unjust to me.]
5813,sadness,"When I missed my train this morning, I felt sad for some time."
5819,sadness,When my sister died in a fire accident at home.
5826,sadness,"[ When someone tells me something that hurts me, I feel bad about  
it and also feel sad.]"
5833,sadness,"My best friend got married and left her home-town to go and live  
in Poona.  After her wedding I felt sad."
5840,sadness,When my father was ill.
5847,sadness,"My friend got married and went abroad, this made me feel sad and  
lonely."
5854,sadness,"When my mother scolded me for something, very insignificant, without  
knowing the real cause of what had happened. "
5860,sadness,"When I see people with burns I feel sad, actually I can not even  
express my feelings as I think that they must suffer a lot."
5867,sadness,"Two years ago my best friend died in an accident, just a day  
before my birthray.  We were very close to each other and I felt  
very sad at loosing a close friend."
5874,sadness,"When my husband lied to me, tricked me and when I had to leave my  
home."
5881,sadness,When my elder sister died.
5887,sadness,"At the death of my friend's father and especially as this  
happened ten days before her wedding."
5893,sadness,"I put in two years of hard work and it was neither looked at nor  
appreciated."
5900,sadness,"Three weeks ago a friend of mine bid me good-bye before going  
abroad.  I felt happy for her as she was achieving something by  
making the trip, but I also felt sad as I would not be seeing her  
for a long time."
5907,sadness,"After having been ill, when I was coming back to the hostel, I  
felt very sad leaving home."
5914,sadness,When my mother left for Kenya.
5920,sadness,"When my sister lost her only son, who was sixteen years old.  I  
felt very bad about it as this was the first death in my family  
and then I learned slowly to understand to life."
5926,sadness,When I had to leave home to go to some other place to study.
5933,sadness,"I was really hoping that I would pass the examination, but I  
failed and so I felt very sad."
5940,sadness,"When I heard the news of the death of my father.  It was in the  
evening and I was alone all night in my room trying to remember  
the face of my father."
5947,sadness,"On the last day of my school life I was very sad, specially on  
the farewell party day.  I felt sad to leave behind my beloved  
teachers and friends."
5951,sadness,When my honest intentions were marred by another's jealousy.
5956,sadness,"I have once been very sad and lonely.  This was when I was trying  
to organize a play as a student (15 years).  Instead of  
materializing, it fizzled out.  The worst thing was that the play  
fell apart completely and I found myself weeping uncontrollably.   
Now when I think of it, I laugh it off; but at that time it was  
intense."
5962,sadness,"The day I was to receive my gold-medal for the M.A, my  
grandmother, who I loved very much, died after an illness.  She   
died a few hours before the convocation.  While I was  
attending the convocation I had to control my grief as she would  
not have liked me to miss it.  It was a day she had been waiting  
for, but did not get to see. "
5969,sadness,When India lost the Benson and Hedges cricket trophy.
5974,sadness,When my beloved girlfriend got married to another person.
5981,sadness,"My close friend and I applied to TISS for admission last year,  
unfortunately he failed to get admission.  We had done our graduation  
together and are quite involved with each other, so we had wanted  
to do our Masters degree together.  However, it did not work out  
as we had expected it to and this saddened me."
5988,sadness,"When I was in Bombay one of my good friends was getting married  
and he had not informed me about it, this made me sad."
5995,sadness,"The death of Jaya Prakash Narayan caused a great deal of sadness  
as I believed that he was the only true democrat and a ray of  
hope on the Indian horizon."
6002,sadness,"I am filled with gloom and sadness at the death of a person.   
More specifically, I felt sad after hearing the news of a  
death of a person who was hale and hearty and full of life, with 
vigour and plans for the next day but had no next day to cherish it."
6009,sadness,"The news of the natural calamity, an earthquake in which hundreds   
of Mexican people died."
6014,sadness,"I was in love with a girl but had to separate from her because of  
different commitments concerning life and career.  I loved her as  
a person but could not agree with the life the future would  
demand.  Parting from her was very sad."
6021,sadness,"The saddest moment in my life was when I lost my younger sister a  
few years back."
6028,sadness,"When I received the S.Y.J.C results, the marks I obtained were  
not up to my expectations and I missed admission in engineering."
6035,sadness,"A few months a close relative of mine died.  I had never expected  
this to happen and was sad for a few months."
6041,sadness,[ When I feel that I have made a mistake.]
6045,sadness,"When I received my S.Y.J.C results which did not allow me to get    
admission in engineering."
6052,sadness,"My father's death in January 1983 moved me deeply.  The gloom  
prevailed for almost two years and I am still to recover from it."
6058,sadness,"When a close friend, residing in the hostel, lost his father I  
really pittied him and the situation made me feel sad."
6074,sadness,"When a girl did not answer a question, concerning my love for  
her, put forward to her."
6080,sadness,"I felt very sad when I was in Form three to notice that my friend  
Barley Jumbe, had lost very expensive new sports short trousers."
6087,sadness,"I never failed my examinations since Standard 1 but I experienced  
sad moments when I sat for Standard 8 Examination and I was not  
selected for Secondary School education in 1978."
6094,sadness,"I was all of the sudden sad when I heard that my cousin who  
usually paid school fees had passed away after a very short  
illness."
6100,sadness,"Death of my grnadfather after having been in hospital for so long  
with cancer of the Oesophagus."
6107,sadness,"When my boyfriend did not turn up in time as he promised he would  
be coming."
6115,sadness,A friend's mother died.
6122,sadness,My friend was badly hurt.
6129,sadness,"Finding out that the university will give first priority to  
qualified practioners and clinical years to go to your English  
lectures."
6136,sadness,Failed an examn.
6143,sadness,I was not chosen for the All English class.
6150,sadness,Lost a friend.
6155,sadness,"I was very sad  when I got the XIIth standard results, when I got  
low marks as compared to my friend and I could not get admission  
to courses like medicine."
6162,sadness,"When I heard that my girlfriend was getting married to another  
person, I felt very sad.  That day I did not eat anything and  
kept thinking of her all day long."
6168,sadness,"It was at the time of my M.Sc exam, when I was not in a position  
to take the exam after having studied seriously."
6175,sadness,When my first love was not successful.
6182,sadness,"After studying a lot for my H.S.C exams, I could not make it to  
the medical stream and I felt sad about this."
6186,sadness,"I was very sad when I did not get admission in the English  
college, as I had 1% less marks than they wanted."
6193,sadness,When I was ditched by my girlfriend.
6200,sadness,"A friend of mine was hospitalized after having been diagnosed as  
having typhoid, he had to forgo his exams and also his ambition  
of doing a dissertation at the M.A level.  It was a very sad  
event for me and I felt very sorry for him so I volunteered to  
stay with him in the hospital."
6212,sadness,"[ I missed my twin when I was on the verge of being thrown, which  
I disliked.]"
6217,sadness,"When a friend of mine died in a hiking accident.  I was not  
present there and only got the news later."
6221,sadness,"I felt sad when my dear friend was needed from training school  
due to his failure in a number of subjects and simply didn't know  
what he had to do."
6228,sadness,"I had a girlfriend who lived several kilometers away from my  
home. One day she wrote me that she'd visit me. On her way she  
had a car accident and was badly injured. I was very sorry to see  
her lying in a bed in the hospital."
6235,sadness,"It was last September when I felt very sad. It was when I heard  
that I was not selected to study in the University of Malawi."
6242,sadness,"I was once nominated as an Officer Cadet in the Armed Forces and  
my name was cancelled on the list of nominees of those who were  
sent to Kenya for Training."
6249,sadness,"I was so sad when I heard that my Uncle had passed away. He was  
the only man who was supporting my parents as well as myself."
6256,sadness,"When I was about to write my Junior Certificate Exams, I received  
sad news telling me that my elder sister had passed away."
6263,sadness,"The sadness came to me when I heard that my girlfriend whom I  
loved so much got married to another man before a rebuff from  
her."
6270,sadness,When I was told that my father had passed away.
6277,sadness,"I felt sad when I was told to walk out of the classroom because I  
was within the row of students who were making noise."
6284,sadness,"I had been caught red-handed having stolen some paw-paw. I was  
then taken the elders owning the paw-paws."
6291,sadness,"I really became sad when mother passed away while I was very  
young."
6298,sadness,"When I was not selected to go to the University of Malawi I felt  
very sad."
6305,sadness,When my mother died in August 1978.
6312,sadness,"I felt sad when I heard that my girlfriend was double-crossing me  
with the boy who is my best friend."
6319,sadness,"I was very sad when I heard about the death of my teacher who  
taught me in Standard 8."
6326,sadness,"It was in the evening when I heard that my girl went to Zambia  
and that she would never come back."
6332,sadness,"I was very sad when I was shouted at by Uncle and was told that I  
was not to be given school fees because I didn't go to work in  
the garden since I had gone to escort my sister to the bus depot."
6339,sadness,"It was when I failed standard 8 exams while all my friends  
passed and went to secondary school. In class I was always  
getting more marks than they did."
6346,sadness,"I slept in a tent at the Barracks which caught fire at night and  
my best possessions got burnt in there."
6353,sadness,When I was at school.
6359,sadness,"This condition accumulated in my mind when funeral news was  
brought to my awareness, that a close relative had passed away."
6366,sadness,"It was when my father was taken into detention by the CIDS for  
two years for a reason I don't know up to now."
6373,sadness,"I was away to school (Primary). In my abscence my young brother  
at home got sick suddenly. My parents took him to hospital. On  
the way he died. It came to me as a sad, sudden and shocking  
news and I felt very sad."
6380,sadness,When I heard that my father had passed away.
6387,sadness,"When I found my baby whipped by my Auntie. I was really sad and  
up to this moment my sadness is still on."
6394,sadness,"I felt very sad when I lost my three Kwacha at civo Stadium when  
Sam Mangwana was playing some Rumba records. That was not what I  
expected, I wanted some Disco records."
6401,sadness,"It was mid May 1985, When we had a Test on Nursing. My classmate  
had an answer sheet, so he tried to peep. The Nursing Tutor  
caught him. During this time I was turning my question paper and  
it made noise. This friend blamed me of causing the whole matter  
for him to be caught."
6408,sadness,"It was on 9th January 1983 when I received a message from home  
telling me that my father passed away on the previous day with a  
history of cancer of the oesophagus. This time I was doing my  
third year of my Secondary School."
6415,sadness,When my father died.
6422,sadness,"One day I came across a certain boy who was intruding my  
friendship as lovers with my girlfriend and I was very sad  
because I didn't expect that girl to disappoint me I regarded her  
as being very faithful."
6429,sadness,"I was sad when my MCE grades were out. I had gone for a football  
match a mile away from home. The mail found me there. I was  
disappointed and didn't play the other half of the match."
6436,sadness,"My Uncle was beaten by his troublesome son. He fell unconscious  
and gained consciousness after some time. That time I was at  
school; this news reached me through someone."
6443,sadness,"I had received bad news informing me that grandmother and  
grandfather had passed away. The first one to die was my  
grandmother and after two days grandfather died too."
6450,sadness,"After hearing the news about the death of my sister, I felt very  
sad."
6457,sadness,When I failed my Standard 8 Examination for the first time.
6464,sadness,"I felt sad when a thief stole all the clothes from my friend's  
cupboard at school (boarding)."
6471,sadness,"I was sad when I heard that my cousin died because of being  
bewitched by her husband's second wife."
6478,sadness,When I heard that my friend had started drinking beer.
6485,sadness,"I was watching T.V with my parents and some pornographic scenes  
came on, I felt uncomfortable and tried to distract my parents  
attention by talking to them."
6491,sadness,"When I was transferred from Chichiri Secondary School to St.  
Mary's Sec. School. I was happy at Chichiri as a day scholer and  
had made a lot of friends. I was going to a boarding and that  
meant parting with my friends as well as my boyfriend for the  
first time."
6498,sadness,"It was shocking news to me when I received a telegram from home  
telling me that my grandmother had passed away. I had to go home to attend  
the funeral but unfortunately I found that the burial had already  
taken place."
6505,sadness,I experienced this emotion when my grandfather passed away.
6512,sadness,When my cousin passed away.
6519,sadness,"My best friend had failed Exams. She had to leave and so we got  
separated."
6526,sadness,"When I heard that my Uncle had passed away in a road traffic  
accident."
6533,sadness,I lost my purse that had money in it. I was sad until I found it.
6540,sadness,"When my best friend promised to come at my house and I had to  
prepare so many expensive things for her but only to learn at  
last that she would not turn up."
6547,sadness,When my cousin passed away.
6554,sadness,I felt sad when my father was sick.
6561,sadness,Cooks refused to give me food.
6568,sadness,"In May 18th, 1984 my boyfriend went to the U.S.A. In December I  
was told he passed away. He had cancer of the Oesophagus."
6575,sadness,"It was extremely sad to me when I heard that a patient who I was  
taking care of in hospital had passed away. He had some abdominal  
pains."
6585,sadness,"I was very sad when I heard that my uncle had passed away  
untimely at home."
6592,sadness,"I wrote a letter to my boyfriend but he couldn't answer it in  
time so as a defence mechanism I just found that I felt so sad  
about it and couldn't talk to anyone."
6599,sadness,"I received a message that my elder brother was involved in a car  
accident and was admitted in hospital."
6606,sadness,When my grandmother died after a long illness.
6613,sadness,I was very sad when I heard that my Auntie had passed away.
6620,sadness,"When I heard that my father had passed away. I could not eat for  
a week and was only crying. I could not find the courage to go to  
bath."
6627,sadness,"When I went home on holidays I found that my niece and nephew had  
passed away I was very sad for the children were not even sick  
before death but suddenly died."
6634,sadness,"I was very sad when I heard that my brother had failed the  
standard 8 exams for the third time."
6641,sadness,I was sad to hear that my brother had a motorbike accident.
6648,sadness,My boyfriend didn't turn up after promising that he was coming.
6655,sadness,When my grandmother passed away.
6662,sadness,"When I heard of the death of a friend who had just finished her  
training I felt very sad for she was young."
6669,sadness,"I felt sad when I heard that my cousin had passed away just  
suddenly."
6676,sadness,I received a letter form home telling me that my sister was very sick.
6683,sadness,"My child passed away after a short illness when he was just  
eleven months old. I was only told about his death without  
knowing that he had been ill."
6690,sadness,Failing examn.
6697,sadness,My grandmother died.
6704,sadness,My girl-friend left me.
6711,sadness,Not being accepted by classmates in university.
6718,sadness,Saw the village I come from still pay money to buy wife.
6725,sadness,My sister marrying a bad man. He is cruel to her.
6732,sadness,"Two little children (5/6 years old) begging for money, and noone  
gave them money."
6739,sadness,Saw a father beating up his small child.
6746,sadness,General Ye Jianying died.
6753,sadness,"My friend has to go on field trips, he just told me."
6760,sadness,"Hearing about developments of sience in the West a lot better  
than China."
6767,sadness,Not getting on with someone of my classmates in high school.
6774,sadness,A friend misunderstood me.
6780,sadness,Misunderstood deliberately by a close friend.
6781,sadness,My old teacher in primary school died.
6784,sadness,Not accepting hints of intimate relation from a girl.
6788,sadness,My uncle died in the Vietnam War.
6795,sadness,Finding out that China is still backward in science.
6802,sadness,Finding out I am not good looking.
6807,sadness,Diagnosis that I have a stomache ulcer.
6809,sadness,Not winning a medal in the swimming contest.
6815,sadness,My father left us for another woman.
6821,sadness,Heard about someone telling lies about me to my best friend.
6824,sadness,After shouting at a friend.
6827,sadness,Getting ill.
6829,sadness,When I was not chosen to go to your English lectures. 
6830,sadness,"Finding out that the class leader can go to your lectures, and  
his English is worse than mine."
6833,sadness,Finding out my best friend cannot go to the English lectures.
6835,sadness,Failing in an exam.
6839,sadness,"My parents do not like my friend and told me not to go out with  
him."
6840,sadness,My grandmother died.
6842,sadness,Failing in an examn because of lazyness.
6843,sadness,Losing my temper to my sister.
6847,sadness,Finding out that my best friend could not go to university.
6854,sadness,A girl I love does not love me.
6861,sadness,"Finding out that China is poor, so we cannot have good reference  
books."
6875,sadness,Finding out that life span in China is shorter than in the West.
6889,sadness,Relative's death.
6891,sadness,Running away from a fire.
6896,sadness,My mother's death.
6900,sadness,My friend will find out that I am in love with her.
6902,sadness,My friend still trusts me as a friend.
6905,sadness,Falling in love with a close friend.
6916,sadness,Did badly in an examn.
6923,sadness,One of my best friends was hurt by a girl he loves.
6928,sadness,Getting ill.
6944,sadness,My parents told me that they do not like my friend.
6958,sadness,Death of a relative.
6965,sadness,Death of General Ye Jianying.
6972,sadness,"My father won't be so pleased with me as if I was elected ""Three  
Good""."
6979,sadness,Not being able to do well to be chosen for the English lecture.
7000,sadness,My teacher's death.
7008,sadness,"Some students whose English is worse than mine can go to your  
lectures (English lectures)."
7014,sadness,Being misunderstood by friends.
7021,sadness,"Found out that my grandmother might have been misdiagnosed as a  
psychiatric patient because the doctor did not know about  
neurologism."
7028,sadness,"Power cut made me unable to listen to the songs sung by my  
favourite pop star."
7035,sadness,My good friend misunderstood me.
7042,sadness,Deceived by other people and ran into trouble.
7049,sadness,My parents failed to visit me as they promised.
7056,sadness,"Being sexually assulted and told my friends about it (we cried  
together)."
7063,sadness,"Iqam chosen for your lecture and my best friend is not. Now he is  
angry with me and I cannot help him."
