,emotion,text
3918,fear,"I was very startled when, at night at 2.00 am, a boy approached  
me and yelled ""I fuck you"", then however he stopped and laughed at  
me."
3925,fear,"I was testing my new roller skates in the street, suddenly a dog  
ran barking in my direction, very threatening. I was very  
startled and terribly upset."
3932,fear,"The weather is very bad (fog and slipperiness) the newcast  
reports many traffic accidents and my boyfriend is driving home  
and still has 60 kilometers to go."
3939,fear,In the morning just before going to the dentist.
3946,fear,"When going out in the weekend I have to bike 5 kilometers through  
lonely and dark polders, then I always have terrifying fantasies."
3953,fear,"I had to call someone and make an appointment for a conversation.  
I was very afraid to fail."
3960,fear,"When my mother threatened me with thrushing me of the stairs, when  
I once more should make a comment."
3967,fear,"My friend and I planned to search for old documents and utensils  
in the cellar. It was very late at night when we arrived in the  
cellar. He indicated the place where the police (40 years ago) found  
two dead bodies. I got very scared when he told me this story."
3969,fear,"When I went up the stairs in a high, dark house full of shadows,  
passed a door and had the feeling that someone or something was  
behind me, although I knew I was alone."
3976,fear,"My grandmother several times has been struck by cerebral  
hemorrhages. Until now she recovered well each time, but there is  
always the threat to loose her."
3983,fear,"When I get into the tube or the train without paying for the  
ticket."
3993,fear,"When I was a child I hid under the sheets out of fear of  
darkness."
4000,fear,"When I was very young, one day, I was in the street with my  
father and brother.   While my father was talking to some  
friends, I saw a dog and began to pat it.  My father told me  
sharply to stop doing it because the dog had mange.  Then my  
brother told me that I would die and I could not stop crying  
after this."
4007,fear,"Before an exam which I, finally did not take."
4014,fear,Before taking an exam.
4021,fear,"When I almost fell down from some rocks because I had been acting  
foolishly and playing dangerously."
4028,fear,"When I was ten I got shut in the school with a friend.  I had to  
jump out of a window and cross a beam 10 metres high."
4035,fear,"While I was waiting for them to give me the marks of the most  
difficult subject this year."
4042,fear,"When I saw a TV program on the North American military plan  
called ""The startwar""."
4049,fear,"The last time I was face to face with with the monstrous dog  
which lives in my street."
4056,fear,"In a rather important exam, when they caught me red handed  
copying."
4063,fear,When I go out alone at night.
4070,fear,Every time I went home with my school report.
4077,fear,"On a trip to Santander we wanted to stop at a curve because a  
friend was sick, and the car skidded of the gravel."
4084,fear,"Fights that I see in the middle of the street, robberies, fear of  
darkness when going home."
4091,fear,"There was an earthquake for several minutes and I was on the  
eight floor."
4098,fear,When they tried to rob me.
4105,fear,"When I was attending an authorized demonstrationand the police  
rushed brutally at the demonstrators, without any warning."
4112,fear,When they threatened me with a knife to take my money.
4119,fear,When two drug addicts tried to take away my money.
4126,fear,"When I had to walk over three kms through a field which had wild bulls,  
because my car had broken down."
4133,fear,"We were in the country and I walked away from the others one  
night.  Suddenly something moved sharply in front of me and I was  
not able to see what it was."
4140,fear,"One night, walking along a park, I began to think that some  
roughnecks would appear suddenly with knives and things like  
that."
4147,fear,A film on zombies.
4154,fear,"When I was walking down the street, some boys showed me a knife  
and stole all my money."
4161,fear,"I was walking along a subway when I saw a group of louts.  I was  
rather afraid because I was alone."
4168,fear,"Before knowing my marks I was not sure that I wanted to go to  
that class."
4175,fear,"When I am alone at night after having read horror stories, and  
then I heard unexplainable noises."
4182,fear,Continous fear of a nuclear war.
4189,fear,"I was in Sierra Nevada, climbing a peak over 3,000 metres high,  
without any light and with many other problems.  I was afraid for  
my life."
4196,fear,"I was walking in the countryside alone when I came across two  
dogs who began barking at me.  I did not know whether they were  
tied up or loose, but I was afraid of them approaching me."
4203,fear,"One day I went to the cinema to see a film in which I was  
interested.  On arriving there I saw a long queue (which I had  
not expected) and went back home without seeing the film."
4210,fear,When I was operated on the knee and had to go through rehabilitation.
4217,fear,When my mother was robbed in a shop.
4224,fear,"One night, while I was sleeping, I woke up suddenly with the  
sensation that there was someone in my room."
4231,fear,"I had decided to propose to the man I liked to make a trip  
together.  One day, during breakfast I told him my idea.  I was  
afraid of his not accepting it and that the idea would end up as  
a failure."
4238,fear,"Once I failed seven subjects at school and I was terrified to  
give my report card to my father.  I left it on the table and went to  
bed very early in order to avoid him seeing me."
4245,fear,"I stayed alone in the dark at night in the mountain, waiting for  
my uncle.  I remember that I took a big stone and it calmed me."
4252,fear,When my mother had a nervous illness.
4259,fear,"A fall during a climb, with almost with no previous experience."
4265,fear,"In a dark street at 4 o'clock in the night and there was  
complete silence."
4272,fear,"When I was young I saw a horror film.  Then when I went to sleep,  
the film came back too my mind and the characters frighteneed my  
imagination."
4279,fear,It was more that fear - anguish -that I felt before my last exam.
4286,fear,"I was walking down a road and suddenly a few dogs appeared at a fence  
and started barking angrily.  They were jumping and it seemed  
that they would come for me any time."
4293,fear,"I was at the cinema with my sister and her boyfriend.  A man  
sitting beside me started to stroke my leg for a while, he left in  
the middle of the film."
4300,fear,"When I was caught by the police and was kept with a group of  
delinquents, which added to my fear of being shut up.  I was  
afraid of the people near me and the future consequences."
4307,fear,"I had an accident in which I hurt my eye.  I was afraid of having  
injured it badly."
4314,fear,"I was walking with another person when a ""gang"" separted us and  
pushed me in to a house, hit me in the stomach and the face, then  
they left - leaving me bleeding."
4321,fear,"When my relatives and I were in a car going slowly on a frozen  
road."
4328,fear,When I am walking on the streets and see a gang of thugs.
4335,fear,"On a dark night I felt that there were several people near me  
and I did not know who they were."
4342,fear,"During a demonstration I climbed up the closed central door of a  
bus.  When the bus stopped I had to go back to the same place,  
afraid that the police would see me.   "
4349,fear,Almost always when I go to fetch the results of an exam.
4356,fear,When a friend of mine told me a horror story.
4363,fear,"We were on the road in a car when a lorry bypassed us.  We had to  
swerve and we almost got run over."
4370,fear,"I thought that I would be scolded for a comment I had made, which  
I should not have made."
4377,fear,"I was in my village when a bull jumped over a fence and started  
chasing my friends and me.  We were very frightened till we  
climbed up a tree."
4384,fear,"I was walking down a little village at night.  There was nobody  
in the steet.  A dog began to bark, I felt that it was following  
me.  Then I began to run, the other dogs started barking too.  At  
last I arrived home."
4391,fear,"We were camping in the mountains, and a friend and I went for a  
walk.  It was getting darker and darker and we were not sure of  
the right way back."
4398,fear,Waiting for my marks in a difficult subject.
4405,fear,I was attacked by a man at a bus stop at night.
4412,fear,"We were walking in the park at night.  It was very dark and very  
late.  We began to hear foot steps all around us, and we could  
not find our way out."
4419,fear,"One night, I was alone at home.  My fear was caused by some  
strange noises which put my imagination to work."
4426,fear,"I was watching a procession during the Holy week, and a penitent  
approached me."
4432,fear,"I was in a camp and went out for a walk at night on my own.  I lost   
my way and spent several hours looking for the camp."
4438,fear,"When we got lost in Florence and the coach did not turn up until  
midnight.  I had no place to go to and there were strange reports  
at the police station."
4445,fear,"When I was at home alone, I felt a super-natural force, dangerous  
for me and the people close to me."
4452,fear,"We were riding in a friend's car.  He was driving very fast and  
suddenly a another car crossed the road in front of us.  My  
friend had to turn the car rapidly."
4459,fear,"I went to visit a friend in hospital.  He was going to be  
operated the next day.  I was afraid that they would not let me  
in and I did not know what his reaction would be on seeing me."
4466,fear,Travelling by coach on a rather narrow and wet road.
4473,fear,"Once, when I was very young, my mother left me alone in the  
house and came back very late."
4480,fear,"I was spending my summer holidays in a village.  My friend and I  
were coming back from a discotheque at night and we heard a noise  
from an alley.  We were very scared and we got into my friend's house.  
 A moment later, an unknown car picked up a person from this  
alley."
4487,fear,"When my brother hit his head and lost consciousness at the sports  
practice.  For some time he could not remember what had happened  
but he recovered later."
4494,fear,"When I was told that my daughter, who is at a boarding school,  
was very ill and that they needed me there the same day."
4501,fear,"When a man who had a knife grabbed me and threatened me with it,    
during my holidays in Monze. 
"
4508,fear,"When I was about six years old, I mistook a cat for a leopard       
when it entered my room at night."
4515,fear,"I was almost caught in the girls hostel by the security men, I  
would have been expelled from school had I been caught."
4522,fear,"When my father's home was to be broken into by thieves who had  
guns."
4529,fear,When someone tried to bewitch me and my friends at night.
4536,fear,"When I was walking at night, I saw fire suspended in the air and  
it was split into several segments by something I could not see.   
I suspected that it was witch-craft."
4543,fear,"When I went to town in a double dekker bus.  The bus was about to  
fall on the way when the driver controlled it.  It had almost  
fallen."
4550,fear,When two of my children were critically ill with measles.
4557,fear,"When I woke up at night to find a fire spreading towards the bed  
-rooms.  I was very frightened as I realized that I faced death."
4564,fear,When a thief broke into my house at night.
4571,fear,When I was nearly beaten up by the brother of my girlfriend.
4578,fear,"When I was told by the doctor, after many months of coughing,  
that I had tuberculosis."
4585,fear,"One evening I saw the old guard-man I knew, change into something  
inhuman for about 5-10 seconds, this really frightened me."
4592,fear,When I broke the window pane of my next door neighbour's house.
4599,fear,"I turned the knob of my granny's two band radio and did not hear  
any broadcast,  "" What ! Have I broken the knob ? How much does  
it cost ? What if the spare part is not available ? ""  --I did  
not know how to tune a radio."
4606,fear,"It was when I dreamt that I had encountered Satan, he wanted to grab me  
and take me to his kingdom.  He was very repulsive and I have  
never seen anything like that before."
4613,fear,"I was escorting a relative on a bike, we passed by a dark road  
with bushas on each side.  Half way down this road, suddenly, we    
saw a white dog appear from one side.  Before we could do  
anything, it had vanished and moreover it did not seem to have  
any legs."
4620,fear,"This was at secondary school, a prefect framed up some case and  
took it to the deputy head-master.  I was called by the  
head-master and he threatened to suspend me."
4627,fear,While paddling in the river during a storm.  I feared drowning.
4634,fear,When I saw a ghost.
4641,fear,"The time I was threatened with expulsion from secondary school (form  
four)."
4648,fear,"I watched a very terrfying film in LT2.  This film really pushed  
my heart out of my body and I was forced to go out before the  
second reel ended."
4655,fear,The possibility of having failed the examination.
4662,fear,"The shooting started and we all lay down to protect ourselves  
from the flying bullets.  This incident occured on our way to  
Feira, during the Zambia army patrols in the Rhodesia war."
4669,fear,"One evening, when I had gone fishing with my friends, we heard  
the roar of a lion near by and had to run for our lives."
4676,fear,"I was approaching my exam time and my books got stolen.  I was in  
a panic as I thought that I would not do well enough to be  
considered for the economics quota.  I cried a lot but that did  
not help and as the exam day came near a strange fear gripped me."
4683,fear,When I heard a lion roar for the first time.
4690,fear,"When I was going home, I saw somathing which looked like a snake    
on the road but later I found out that it was only a stick."
4697,fear,"I was walking through a thick forest and there was a big snake at  
a distance of about four metres."
4704,fear,"We were driving at night and I realized that a car was following  
us."
4711,fear,"When I took blood from a patient for alcohol estimation and  
urine for some other examination, he told me that something bad  
would happen to me as he would play magic on me."
4718,fear,"I was sleeping when I heard the neighbours screaming, I peeped  
through the window and saw a thief  trying to enter my  
neighbour's house."
4725,fear,"I had gone for a medical check-up at the U.T.H and failed to make  
it back on time for the C119 practical sessions at 1400 hours  
last academic year."
4732,fear,"When a drunkard barged into a room where my friend and I had run  
in order to get away from him.  We were all alone and all I could  
see was this hand coming towards me."
4739,fear,"Birds had made nests in our thatched roof and they were flying  
and flapping their wings in the bedroom at night.  It was very  
dark and I could not even see my nose.  I did not know that it  
was the birds till my mother told me so."
4746,fear,"When I came back from work one day, the friends of my son told me  
that he had not come back from school and that he was lost."
4753,fear,After having taken an exam i feared having failed it.
4760,fear,"When I first came to the UNZA I did not know the kind of people I  
would find here and the kind of behaviour they would have towards  
me."
4767,fear,"When my little sister was sick at home and I thought that she  
would die."
4774,fear,When a thunder belt hit the roof top of the building I was in.
4781,fear,"The day I encountered a queer mamba face to face in a chunk of  
leaves behind our house."
4788,fear,"I was caught doing something I was not supposed to do.  I did  
something with the person who caught me (bribe) and even though  
he promised not to report me, I am still frightened."
4795,fear,"I was a passenger in a vehicle when suddenly another vehicle came  
from behind to overtake us.  However another one was coming right  
in front so the other vehicle changed course and blocked our way  
and so we crashed against the side of the road."
4802,fear,"When I was confronted by a policeman one night around 11 o'clock.  
 I was afraid when they threatened to take me and my girl to the  
gallows."
4809,fear,"When I was an exploration with my friends and almost got lost in  
an unfamiliar environment.  It was getting dark and we did not  
know how to get back home."
4816,fear,"When thieves broke into our neighbour's house and later we heard  
gunshots."
4823,fear,"When we forced a friend to chew a poisonous herb in primary  
school.  His tongue was swollen and he told his mother about it.   
The mother reported it to the headmaster who threatened to expel  
us."
4830,fear,"I felt very frightened when a robber broke into our house and  
threatened to shoot my father if he did not part with some money.  
 I was looking at the man with his hand on the trigger."
4837,fear,"I went home late one evening and saw that the security lights  
were off.  I got inside the gate and just then I realized that  
the dogs may be outside."
4844,fear,"When I saw an accident, a woman was run over and she died on the  
spot."
4851,fear,When I was told that the form five results were out.
4858,fear,"When I impregnated a certain girl, I thought that I would be  
forced to marry her or go to court."
4865,fear,"Two guys were fighting murderously and I feared that one of them  
would be killed."
4872,fear,"My uncle was taken to the UTC for an operation as he had cancer.   
There had been a lot of deaths of late - 3 out of every 4  
operated.  I was scared for my uncle's life."
4879,fear,When I met an elephant in the bush.
4886,fear,When I was walking around all alone at night.
4893,fear,When I had to walk along a dark road alone.
4900,fear,"When my neighbour's house was broken into and shots could be  
heard."
4907,fear,"My father had been involved in a car accident two years ago.  I  
was then very scared thinking that he would die as he lay  
unconscious in hospital for two weeks."
4914,fear,"In 1960,  I was going to a school which was near my village and I  
met a lion on the way, which disappeared suddenly."
4921,fear,"In 1977 when my friend was caught by a crocodile.  We were  
swimming in a river on whose banks our primary school was  
situated.  When my friend was caught, he was on the banks of the  
river and some of us were still in the middle of the river.  I  
was very frightened."
4928,fear,"When I learnt that the girl I had impregnated was in hospital and  
was on the verge of dying as she had refused to accept the  
responsibility of her pregnancy and had wanted to commit suicide."
4935,fear,"When burglars with guns forced themselves into my house and  
ordered me to give them money or face death."
4942,fear,Whhen the front tyre of the car burst.
4949,fear,"I was working at a certain place and everyday after work dad  
would come to pick me up.  One day he did not come, it started  
getting very dark and I had no money on me and my home was very,  
very far away."
4956,fear,"Last night, I dreamt that things that looked like monsters were  
trying to kiss me."
4963,fear,"The time I drove my uncle's car, without having asked for his  
permission.  It was the first time that I was driving a car."
4970,fear,"When I was at a boarding school at Lusaka, the Rhodesian  
soldiers came to bomb a house near our school and we saw the  
whole scene."
4977,fear,"When my neighbour's life was threatened by someone who was trying  
to break into his house."
4984,fear,"One evening when my sisters, brothers and I were watching T.V my  
kid brother took a big mirror and reflected light on the french  
windows.  I thought that these lights that we could see were  
coming from torches annd that it meant that there were thieves  
outside."
4991,fear,"When I witnessed a bus accident in which a bus, full of passengers,  
 nearly overturned on the Lusaka-Kabwe road. 
"
4998,fear,"I got a very nasty electrical shock when I was tampering with  
some electrical applainces. 
"
5005,fear,When I thought that I had failed the examination.
5012,fear,"The day I was nearly stabbed to death by ruffians who wanted to  
take my money.  I refused to give them any money and they started  
running after me, I ran into somebody else's house to save  
myself."
5019,fear,"When thieves broke into my house at night and held my wife and me  
on gun-point for at least ten minutes and took away a lot of  
property."
5026,fear,"I was at home and we were sleeping when we heard some robbers  
breaking into our house."
5036,fear,"I was afraid when I learnt that my father was seriously ill in  
hospital."
5043,fear,"When the robbers broke in, at night."
5050,fear,"The day my parents were involved in a car accident and had to be  
operated  and before the operation the doctor said that it was  
mater of life or death."
5055,fear,"This last August when my parents dropped me off and moved me into  
college I didn't know anybody here; I was 17 and Berkeley really  
scared me."
5062,fear,Whenever I think of enrolling in Organic Chemistry.
5067,fear,"I was walking home from a place on southside and I live on  
Northside and I was followed. I headed my most direct route."
5074,fear,"I was river rafting in Nev. and our boat tipped over and I was  
sucked under in to some rocks and got stuck and all I could think  
was that I was going to die. And it was so quiet under the water  
it seemed like no one would care or remember."
5081,fear,"I felt fear when my friend and I broke into an abandoned military  
base in Los Angeles this summer. I feared because I didn't want  
to be caught."
5094,fear,I was scared of water when I was a child.
5101,fear,"When I dreamt that my family was in trouble and was facing many  
difficulties."
5108,fear,"Once I woke up in the middle of the night and felt frightened as  
everyone else was sleeping and I could not even go to their  
room."
5115,fear,"Once I was caught by thugs aged between 20-35, they asked me to  
surrender all the property I had and I remember feeling very scared."
5120,fear,"When I lost a wallet while travelling, since it belonged to the  
group I was very afraid."
5127,fear,When going to the exam.
5132,fear,"When our school was raided by the pupils of the boys secondary  
school who beat us up."
5139,fear,"During the last academic year i.e 1983/1984 just before the  
closure, we were surrounded and threatened by the paramilitary  
forces."
5146,fear,"The first day that I was close to a dead body, in my third year  
at UNZA, school of medicine."
5153,fear,"When mother was very ill, I feared that she would die."
5160,fear,"We were driving on a very dusty road at night and the driver  
tried to overtake a very big truck only to find another big truck  
parked right in front."
5167,fear,"A friend gave me a lift and we met a road-block.  He tried  to  
turn back when an officer shouted at us to stop.  My friend took a  
turn suddenly and the officer raised his gun but by the time we  
were gone."
5174,fear,"I was so sick that my relatives thought that I was bewitched.  I  
felt like dying."
5181,fear,When I went to my first dental appointment.
5188,fear,"When I entered the dissecting room for the anatomy class and saw  
several dead bodies lying on the benches."
5195,fear,"When I entered the dissection room for the first time and was  
exposed to preserved dead human bodies."
5202,fear,"When the time came for me to see dead bodies and to operate on  
them."
5209,fear,"When I took the first year university exams and made a lot of  
mistakes in the P110 exam.  I was afraid of failing and thus  
being unable to go to the school of medicine."
5216,fear,When I was chased by a big dog near my house.
5223,fear,"When my mother was seriously ill and had to be admitted to the  
hospital."
5230,fear,"While drinking a soft drink, I had the impression of swallowing    
a piece of glass so I went to the district hospital and got  
admitted there."
5237,fear,When my father was involved in an accident.
5244,fear,"When I was first exposed to the dead bodies, for dissecting         
purposes at the school of medicine."
5251,fear,"When I was about to be bitten by my friend's dog, later on it bit  
me."
5258,fear,"When I was going home for my holiday, I almost drowned in the  
Zambezi river."
5265,fear,"I was walking along the passage to my room (very near the anatomy  
laboratory) and I heard something and felt that there was some  
thing behind me.  I looked back and there was no one.  I started  
imagining that maybe it was a corpse."
5272,fear,When my sister was very ill and was admitted to the hospital.
5279,fear,"The first time that I saw a dead person.  This was when I started  
my gross anatomy practicals."
5285,fear,When I was left alone at home one night by my brother.
5292,fear,"When I was first taken to the dissection room where I found 10 dead  
human bodies."
5296,fear,"When I had to talk to some strangers, from whom I was expecting a  
negative answer."
5303,fear,"When I saw the movie ""Poltergist""."
5308,fear,[ While approaching to test the situation.]
5317,fear,Finding out about people can go mad for social reasons.
5324,fear,A relative died.
5331,fear,Before the first examn.
5338,fear,Being threatened by another person.
5345,fear,Got ill.
5352,fear,Saw a snake unexpectedly.
5359,fear,Someone frightened me in the dark.
5366,fear,Heard some ghost-like noise at night.
5373,fear,"When I was watching a movie in which there was a pit full of  
dangers and there was only a small safe place on which a man was  
standing; he had to catch the lady who was thrown in or else !  
The pit was 20 feet deep."
5383,fear,"English papers are due on Friday. They are returned on Tuesday.  
This Tuesday I was afraid to go to class and get my paper because  
I knew it was bad."
5390,fear,Fear of doing well on a midterm.
5397,fear,"Housesitting and hearing the alarm go off. I knew someone had to  
be breaking in. I called the police and was panicking while on  
the phone. It was awful. It turns out that I stepped on the  
hidden alarm without prior knowledge of its existance."
5404,fear,"After my shoulder operation, I woke up in the hospital room  
alone. I was in pain and was still under heavy medications. I  
could not find my parents."
5410,fear,"A man in a car was following me when I went running early one  
morning in a fairly secluded area."
5417,fear,"At age 10 my foster grandmother died, I had a fear of dying."
5424,fear,"I was driving and stopped at a stop light. I was planning to make  
a right turn as soon as it was clear. It was clear on the left so  
I started but a man was just in front of the car."
5431,fear,I confronted a bigger person than I and almost got into a fight.
5438,fear,"Alone in the house (late 8pm) I heard noises. Sounded like someone  
was trying to get in our back door."
5445,fear,Going to take my driving test.
5452,fear,"A friend and I were going to have a study session together in  
which we quiz ourselves in biology material. Because I believed I  
didn't study enough. I feared I would fail."
5459,fear,"During one year my mother almost had a nervous breakdown and my  
father had a serious operation. I was afraid that our family (4  
kids, I'm the oldest) wouldn't hold together. Everything turned  
out fine."
5466,fear,Getting back my Psych 140 midterm.
5473,fear,A certain night during initiation. 
5480,fear,I could not do the questions on my math midterm.
5487,fear,"When I was going to bring back my girlfriend to LA to meet my  
parents."
5494,fear,First day back on the job.
5501,fear,"When there was a bomb threat in Tolman Hall. This was the first  
time that I felt my life could be in danger."
5508,fear,"My mom called early in the morning (On a Monday) and I had just  
seen her that weekend. I couldn't understand what could be so  
important as to make her call at such a strange hour. I missed  
the call and had to call her back that afternoon."
5515,fear,"Upon reading a story on a serial killer by the name of Henry Lee  
Lucas who has been given the distinction of killing more people  
that any other man. I began to wonder if I should take more care  
for my safety."
5522,fear,"One summer when I was camping with friends they devised and  
elaborate plan to scare me by having our camp attecked by a wild  
animal (one of them) and then convincing the campground was  
the home of a satanic organization."
5529,fear,"When I was little I lost control of my bike and started to go  
into a buay intersection but my neighbor stopped me just in time."
5536,fear,"A time when I was very afraid of something was when I broke my  
father's antique lamp."
5543,fear,"Walking through campus at night a squirrel jumped in front of  
me."
5550,fear,When I had to walk home in the dark for the first time. 
5557,fear,"When I began school at UC. The pre-enrollment the classes, and  
the question of success really scared me."
5564,fear,"One day before Christmas, I went shopping with my brother and his  
friend. We had a good time. But on the way home we were almost in  
an accident because the weather was bad."
5571,fear,"after getting a fail notice for a math class, I realized I was  
not doing very well in school in any subject. I began to fear  
failing a class or two."
5578,fear,Going to CAL not knowing anyone.
5585,fear,Taking a chemistry midterm.
5592,fear,"Waiting for my girlfriend to come from her apt. to mine. She was  
very late and I thought something awful had happened."
5599,fear,"I needed a recommendation for something. I decided that the best  
person to get one from was a professor who I had never talked to  
before. I felt a lot of fear going up after class to ask him to  
recommend me considering he had never heard my name before. But I  
did."
5606,fear,I was alone and someone tried to break in from our back door.
5613,fear,"Occured while preparing for a midterm in Social Welfare that I  
thought was going to be very hard and felt unprepared for."
5620,fear,"Before I moved away from home, I feared leaving."
5627,fear,"While skiing in Squaw Valley, I was riding up a chair lift and  
right when the chair was above a sheer cliff of rocks, the chair  
lift stopped and all the chairs sagged and everything seemed to  
creak loudly."
5633,fear,"Being involved in a car accident and having my thumb caught in  
the glove compartment. My sister and I had a Fear of finally  
telling my parents, since my sister was the driver."
5640,fear,"Two summers ago my best friend and I drove into unknown mountains  
at midnight to pick up my broken car. We told one another  
horrifically scary ghost/murder stories and succeeded in scaring  
eachother pretty well - even though somewhere in our heads we  
knew the fears were unjustified."
5647,fear,"I was to meet one of my friends (girl) at the library at 8:00  
already dark. She would be walking alone. She was 45 minutes late  
but I kept waiting, calling her room and other places she could  
have been."
5654,fear,"I was driving on to a busy freeway during rush hour and it was  
slightly raining. A diesel truck was coming very close behind me  
and I was close behind a pick-up. I changed lanes and barely hit  
the truck and ran a Honda of the road. I was scared to death to  
go back and see if I caused him to crash."
5661,fear,"When  first came to CAL I went to a rally on Sproul and I later  
learned that the rally was conducted by the Moonie cult. They  
were taking pictures at the rally, so I was afraid that they  
would circulate the pictures and then kidnap people. I did not  
know how the cult worked. I was scared."
5668,fear,"I feared that my dog's eye was infected too much. He had played  
around in the weeds and a foxtail had gotten under his eyelid. I  
took him to the vet and I feared that he may go blind because of  
the foxtail."
5675,fear,"I was on this amusement park ride at Marriots Great America. It  
went way up in the air and then around and around. Heights are  
not my favorite spots in life."
5682,fear,"I was physically assaulted and sexually abused about a year ago.  
Just the feeling that I might not get away intact, or even alive,  
produced fear."
5689,fear,"My apartment has had three robberies in the last month. The guy  
upstairs just got robbed making it the fourth."
5696,fear,"When my exboyfriend threw me around the dorms because I was  
talking on the phone to another guy of whom he was jealous,  
after we had an argument in which I thought we broke up."
5703,fear,"When I walked to church with my roommate, a bum told us to call  
the police and he started following us."
5710,fear,"In the recent lightning storm, bolts of lightning were hitting  
close by (1/8 mile). I was in bed at the time and was afraid I  
might be struck."
5717,fear,"While swimming, I hit my head at the bottom of the pool and  
required stitches. I later learned that the consequences could  
have been much more severe and that terrified me."
5724,fear,I felt fear when I was young and left in my big house all alone.
5731,fear,I got caught shoplifting a package of gummy bears.
5738,fear,Speaking in front of a large group of people.
5745,fear,"On my second plane trip, we ran into unexpected turbulence."
5752,fear,"I overturned in a canoe a few years back and I didn't know how to  
swim. Although I had a life-jacket on I still panicked."
5759,fear,"I'm afraid of not being able to go to the school I want because  
of suffering grades."
5766,fear,That I would do bad in a class and not get into Bus school.
5773,fear,When my B.A results had not come.
5780,fear,"When I got to know that the friend I am closest to got engaged,  
and she was going away.  I was overjoyed for her, but also felt  
frightened as I was very emotionally dependent on her.  I did not  
know what I would do without her."
5787,fear,"A few weeks back my daughter had very high fever and I was scared  
that it might lead to brain damage or convulsions."
5794,fear,When I decided to separate from my husband.
5799,fear,"That day I was alone at home after coming home from school.  I did  
not know where everyone else had gone, I kept waiting for them to  
come back and nobody came.  It was getting very late and I was  
terrified."
5806,fear,"I had gone to the hospital for my research and got late in  
reaching home.  I feared that when I reached home there would be  
a quarrel because of my being late."
5811,fear,"When my brother had an epileptic attack and I was scared as to  
what would happen to him."
5817,fear,"I have done the teachers training course (B.Ed).  During our  
training I was asked to handle the ninth standard class in a boys  
school.  I was scared to face the class the first day."
5824,fear,"[ I have always been very scared and tense before an exam and  
before the declaration of the results.]"
5831,fear,"While trying to board a train I missed the footsteps and fell  
down on the platform."
5838,fear,When I was coming back home alone at night.
5845,fear,"When I was 20 years old, I fell severely ill and was bed-ridden for  
6 months.  I felt very scared for my health and my studies."
5852,fear,"I had a very horrible dream one night, I dreamt that I had fallen  
off a very crowded train."
5859,fear,"It so happened that while staying at anaunt's place I discovered  
that I was afraid of sleeping in pitch darkness.  The room  
which my sister and I were sharing had no light, and I would  
refuse to sleep without having the light of the adjoining  
bathroom switched on."
5865,fear,"When for the first time I rode on a motorcycle with my brother.   
He was going so fast that I felt that I would fall off without my  
brother realizing it."
5872,fear,"I was in a garden one evening and I saw a snake coming towards  
me."
5879,fear,"I was sitting on an electric swing, suddenly the machine went  
out of order while I was still in the upward position."
5891,fear,"When I had to travel alone, unescorted for the first time.     It  
was an over-night journey by train to a distant place."
5898,fear,"I was coming home from a relative's place and it was about  
9.30/10 P.M.  I felt slightly apprehensive when I got off the bus  
and started walking towards my place.  I was confident that  
nothing would happen to me, yet there was this slight feeling of  
fear."
5905,fear,"I experienced fear when I was not prepared for the final year  
degree exams."
5912,fear,When I almost walked on a snake.
5924,fear,"When I was working in Delhi, I had gone alone to see the hostel  
where I would be residing."
5931,fear,"Once when I was walking alone at mid-night, I happened to put my  
foot on a frog, as it felt smooth I thought that it was a snake   
and I felt afraid.  
 
"
5938,fear,"When my son fell off the cot at the age of 5 months, I became  
very nervous and thought that it would cause defects in his head.  "
5945,fear,"I felt afraid just before receiving the question paper of the  
part II exam."
5954,fear,"Fear is an emotion that I experience very often.  Naturally this  
is during exams and subsequently while waiting for the results.   
However there is one occassion when I was paralyzed with fear.   
This was when I was doing my M.A.-I, and we had a series of student  
lectures.  I was one of the participants and my lecture happened  
to be the opening lecture.  I had been confident all morning, about  
twenty minutes before the lecture, my confidence started failing  
me.  I felt my heart go cold, my lips go dry and I was really  
paralyzed.  This incident of fear is still fresh."
5960,fear,"This was when I was being followed home every day from the campus,  
by a stranger.  He would follow me to the campus and then sit  
outside my class.  If I was not there he would ask my friends as  
to where I was.  He was a dark, ominous looking person and I was  
terrified of him as I did not know his intentions.  I reported  
him to the security officer, who turned him over to the police.   
I was even more petrified then."
5967,fear,"When I had gone to a school picnic and was left behind in the  
forest."
5972,fear,"As a child, one evening I had read a novel about ghosts and I had  
thus spent a sleepless night as I kept feeling that there were  
ghosts dancing around me."
5979,fear,"One day, early morning my mother who is healthy fell ill.  There  
was no doctor or compounder near by and for a few hours -8 A.M to  
6 P.M she did not speak a single sentence, nor did she drink water  
or  milk.  There was no movement in her body and I felt really  
scared.  I almost lost my confidence about her survival."
5986,fear,"When I was in my village one of my enemies had written a  
non-sense letter to a girl and he told the father of this girl  
that I was the culprit.  When I got to know this I was scared as   
the girl's father was a worse man."
5993,fear,[ I have not felt this emotion yet.]
6000,fear,"I was scared when I realized that I might miss the train which I  
was supposed to take.  I was 1500 Kilometres away from home and when   
I heard the depart whistle I was still 150 feet away from the  
train.  I finally made it."
6007,fear,"I was then in the 10th standard and was going to my native place.  
 The last bus had already left and so I started walking, it soon  
became quite dark.  The road was a village road and was deserted,  
I was not even sure if that was the right way.  I finally reached  
home at 10 P.M."
